series_id                     ,seasonal,index_code,series_name,base_period,series_title,footnote_codes,begin_year,begin_period,end_year,end_period
EIUIQ125                      ,U,IQ,"Chemicals, excluding medicinals",2000=100,"Monthly export price index for BEA End Use 125, Chemicals, excluding medicinals and food additives, not seasonally adjusted",,1983,M03,2022,M03
EIUIQ12500                    ,U,IQ,Plastic materials,2000=100,"Monthly export price index for BEA End Use 12500, Plastic materials, not seasonally adjusted",,1983,M09,2022,M03
EIUIQ12510                    ,U,IQ,"Fertilizers, pesticides & insecticides",December 2020=100,"Monthly export price index for BEA End Use 12510, Chemicals - fertilizers, not seasonally adjusted",,2020,M12,2022,M03
EIUIQ12540                    ,U,IQ,Industrial organic chemicals,2000=100,"Monthly export price index for BEA End Use 12540, Chemicals - organic, not seasonally adjusted",,1984,M12,2022,M03
EIUIQ12550                    ,U,IQ,"Other chemicals, excluding medicinals",2000=100,"Monthly export price index for BEA End Use 12550, Chemicals - other, not seasonally adjusted",,1984,M12,2022,M03
EIUIQ126                      ,U,IQ,"Industrial textile fibers, yarn, and fabric",December 2008=100,"Monthly export price index for BEA End Use 126, Industrial textile fibers, yarn, and fabric, not seasonally adjusted",,2008,M12,2022,M03
EIUIQ127                      ,U,IQ,Other nonagricultural industrial supplies and materials,2000=100,"Monthly export price index for BEA End Use 127, Other nonagricultural industrial supplies and materials, not seasonally adjusted",,1984,M12,2022,M03
EIUIQ12770                    ,U,IQ,Other goods manufactured and unmanufactured,2000=100,"Monthly export price index for BEA End Use 12770, Other industrial supplies, not seasonally adjusted",,1987,M12,2022,M03
EIUIQ13                       ,U,IQ,Selected building materials,2000=100,"Monthly export price index for BEA End Use 13, Selected building materials, except metals, not seasonally adjusted",,1984,M12,2022,M03
EIUIQ131                      ,U,IQ,Lumber & other wood supplies,2000=100,"Monthly export price index for BEA End Use 131, Lumber and other wood supplies, not seasonally adjusted",,1984,M12,2022,M03
EIUIQ13100                    ,U,IQ,"Logs, lumber, plywood and veneers",2000=100,"Monthly export price index for BEA End Use 13100, Logs and lumber, not seasonally adjusted",,1992,M12,2022,M03
EIUIQ132                      ,U,IQ,"Miscellaneous building materials, excluding wood",December 2021=100,"Monthly export price index for BEA End Use 132, Building materials, except metals, not seasonally adjusted",,2021,M12,2022,M03
EIUIQ13210                    ,U,IQ,"Other building materials, exclude wood and glass",December 2016=100,"Monthly export price index for BEA End Use 13210, Shingles, molding, wallboard, not seasonally adjusted",,2016,M12,2022,M03
EIUIQ1DUR                     ,U,IQ,"Industrial supplies & materials, durable",2000=100,"Monthly export price index for BEA End Use 1DUR, Industrial supplies and materials, durable, not seasonally adjusted",,1989,M06,2022,M03
EIUIQ1EXFUEL                  ,U,IQ,Industrial supplies & materials excluding fuels,December 2020=100,"Monthly export price index for BEA End Use 1EXFUEL, Nonfuel industrial supplies and materials, not seasonally adjusted",,2020,M12,2022,M03
EIUIQ1NONDUR                  ,U,IQ,"Industrial supplies & materials, nondurable",2000=100,"Monthly export price index for BEA End Use 1NONDUR, Industrial supplies and materials, nondurable, not seasonally adjusted",,1989,M06,2022,M03
EIUIQ2                        ,U,IQ,Capital goods,2000=100,"Monthly export price index for BEA End Use 2, Capital goods, except automotive, not seasonally adjusted",,1978,M12,2022,M03
EIUIQ20                       ,U,IQ,Electrical generating equipment,2000=100,"Monthly export price index for BEA End Use 20, Electrical generating, and electric equipment and parts, not seasonally adjusted",,1980,M12,2022,M03
EIUIQ20000                    ,U,IQ,"Generators, transformers & access",December 2012=100,"Monthly export price index for BEA End Use 20000, Generators, accessories, not seasonally adjusted",,2012,M12,2022,M03
EIUIQ20005                    ,U,IQ,"Electric apparatus and parts, n.e.s.",2000=100,"Monthly export price index for BEA End Use 20005, Electric apparatus, not seasonally adjusted",,1980,M12,2022,M03
EIUIQ21                       ,U,IQ,Nonelectrical machinery,2000=100,"Monthly export price index for BEA End Use 21, Nonelectrical machinery, except consumer-type, not seasonally adjusted",,1980,M12,2022,M03
EIUIQ210                      ,U,IQ,"Oil drilling, mining, and construction machinery, and equipment",2000=100,"Monthly export price index for BEA End Use 210, Oil drilling, mining, and construction machinery, not seasonally adjusted",,1984,M12,2022,M03
EIUIQ21030                    ,U,IQ,"Excavating, paving & construction machinery",2000=100,"Monthly export price index for BEA End Use 21030, Excavating machinery, not seasonally adjusted",,1980,M12,2022,M03
EIUIQ211                      ,U,IQ,Industrial and service machinery,2000=100,"Monthly export price index for BEA End Use 211, Industrial and service machinery, n.e.s., not seasonally adjusted",,1980,M12,2022,M03
EIUIQ21100                    ,U,IQ,"Industrial engines, pumps, & compressors",2000=100,"Monthly export price index for BEA End Use 21100, Industrial engines, not seasonally adjusted",,1982,M06,2022,M03
EIUIQ21120                    ,U,IQ,Metal working machine tools and rolling mill machines,2000=100,"Monthly export price index for BEA End Use 21120, Metalworking machine tools, not seasonally adjusted",,1980,M12,2022,M03
EIUIQ21160                    ,U,IQ,"Measuring, testing & control instruments",2000=100,"Monthly export price index for BEA End Use 21160, Measuring, testing, control instruments, not seasonally adjusted",,1980,M12,2022,M03
EIUIQ21170                    ,U,IQ,Materials handling equipment,2000=100,"Monthly export price index for BEA End Use 21170, Materials handling equipment, not seasonally adjusted",,1980,M12,2022,M03
EIUIQ21180                    ,U,IQ,Other industrial machinery,2000=100,"Monthly export price index for BEA End Use 21180, Other industrial machines, not seasonally adjusted",,1984,M12,2022,M03
EIUIQ212                      ,U,IQ,Agricultural machinery and equipment,December 2016=100,"Monthly export price index for BEA End Use 212, Agricultural machinery and equipment, not seasonally adjusted",,2016,M12,2022,M03
EIUIQ213                      ,U,IQ,"Computers, peripherals, and semiconductors",2000=100,"Monthly export price index for BEA End Use 213, Computers, peripherals, and semiconductors, not seasonally adjusted",,1980,M12,2022,M03
EIUIQ21300                    ,U,IQ,Computers,2000=100,"Monthly export price index for BEA End Use 21300, Computers, not seasonally adjusted",,1980,M12,2022,M03
EIUIQ21301                    ,U,IQ,"Computer peripherals, accessories and parts",2000=100,"Monthly export price index for BEA End Use 21301, Computer accessories, not seasonally adjusted",,1984,M12,2022,M03
EIUIQ21320                    ,U,IQ,Semiconductors,2000=100,"Monthly export price index for BEA End Use 21320, Semiconductors, not seasonally adjusted",,1984,M12,2022,M03
EIUIQ213COM                   ,U,IQ,"Computers, peripherals, accessories and parts (excludes end use 21320)",2000=100,"Monthly export price index for BEA End Use 213COM, Computers, and peripherals, excluding semiconductors, not seasonally adjusted",,1984,M12,2022,M03
EIUIQ214                      ,U,IQ,Telecommunications equipment,2000=100,"Monthly export price index for BEA End Use 214, Telecommunications equipment, not seasonally adjusted",,1980,M12,2022,M03
EIUIQ216                      ,U,IQ,Scientific and medical machinery,2000=100,"Monthly export price index for BEA End Use 216, Scientific, hospital and medical machinery, not seasonally adjusted",,1984,M12,2022,M03
EIUIQ21600                    ,U,IQ,Laboratory testing & control instruments,2000=100,"Monthly export price index for BEA End Use 21600, Laboratory testing instruments, not seasonally adjusted",,1980,M12,2022,M03
EIUIQ21610                    ,U,IQ,"Other scientific, medical and hospital equipment",2000=100,"Monthly export price index for BEA End Use 21610, Medical equipment, not seasonally adjusted",,1980,M12,2022,M03
EIUIQ21EXCOM                  ,U,IQ,"Non-electrical machinery excluding computers, peripherals & semiconductors",2000=100,"Monthly export price index for BEA End Use 21EXCOM, Non-electrical machinery excluding computers, peripherals and semiconductors, not seasonally adjusted",,1984,M12,2022,M03
EIUIQ22                       ,U,IQ,Transportation equipment excluding motor vehicles,December 2001=100,"Monthly export price index for BEA End Use 22, Transportation equipment and spacecraft, excluding motor vehicles, not seasonally adjusted",,2001,M12,2022,M03
EIUIQ220                      ,U,IQ,"Civilian aircraft, aircraft engines and parts",December 2020=100,"Monthly export price index for BEA End Use 220, Civilian aircraft, engines, parts, not seasonally adjusted",,2020,M12,2022,M03
EIUIQ22010                    ,U,IQ,Parts for civilian aircraft,2000=100,"Monthly export price index for BEA End Use 22010, Parts - civilian aircraft, not seasonally adjusted",,1980,M12,2022,M03
EIUIQ2EXCOM                   ,U,IQ,"Capital goods, excluding computers peripherals & semiconductors",2000=100,"Monthly export price index for BEA End Use 2EXCOM, Capital goods, excluding computers peripherals and semiconductors, not seasonally adjusted",,1984,M12,2022,M03
EIUIQ3                        ,U,IQ,"Automotive vehicles, parts & engines",2000=100,"Monthly export price index for BEA End Use 3, Automotive vehicles, parts and engines, not seasonally adjusted",,1980,M03,2022,M03
EIUIQ300                      ,U,IQ,"Passenger cars, new and used",2000=100,"Monthly export price index for BEA End Use 300, Passenger cars, new and used, not seasonally adjusted",,1981,M03,2022,M03
EIUIQ301                      ,U,IQ,Vehicles designed to transport goods,2000=100,"Monthly export price index for BEA End Use 301, Trucks, buses and special purpose vehicles, not seasonally adjusted",,1993,M12,2022,M03
EIUIQ302                      ,U,IQ,"Parts, engines, bodies & chassis",2000=100,"Monthly export price index for BEA End Use 302, Parts, engines, bodies and chassis, not seasonally adjusted",,1980,M12,2022,M03
EIUIQ30200                    ,U,IQ,"Engines and engine parts (carburetors, pistons, rings, & valves)",2000=100,"Monthly export price index for BEA End Use 30200, Engines and engine parts (carburetors, pistons, rings, and valves), not seasonally adjusted",,1992,M12,2022,M03
EIUIQ30230                    ,U,IQ,Nonengine parts & accessories,2000=100,"Monthly export price index for BEA End Use 30230, Other auto parts and accessories, not seasonally adjusted",,1984,M12,2022,M03
EIUIQ4                        ,U,IQ,"Consumer goods, excluding automotives",2000=100,"Monthly export price index for BEA End Use 4, Consumer goods, excluding automotives, not seasonally adjusted",,1983,M09,2022,M03
EIUIQ40                       ,U,IQ,"Nondurables, manufactured",2000=100,"Monthly export price index for BEA End Use 40, Nondurables, manufactured - except rugs, not seasonally adjusted",,1983,M09,2022,M03
EIUIQ400                      ,U,IQ,"Apparel, footwear, and household goods",December 2016=100,"Monthly export price index for BEA End Use 400, Apparel, footwear, and household goods, not seasonally adjusted",,2016,M12,2022,M03
EIUIQ401                      ,U,IQ,Other consumer nondurables,2000=100,"Monthly export price index for BEA End Use 401, Other consumer nondurables, not seasonally adjusted",,1983,M09,2022,M03
EIUIQ40100                    ,U,IQ,"Medicinal, dental, and pharmaceutical preparatory materials",2000=100,"Monthly export price index for BEA End Use 40100, Pharmaceutical preparations, not seasonally adjusted",,1985,M12,2022,M03
EIUIQ40120                    ,U,IQ,Toiletries & cosmetics,2000=100,"Monthly export price index for BEA End Use 40120, Toiletries and cosmetics, not seasonally adjusted",,1998,M12,2022,M03
EIUIQ40140                    ,U,IQ,Other products (notions & writing articles),2000=100,"Monthly export price index for BEA End Use 40140, Writing and art supplies, not seasonally adjusted",,1985,M03,2022,M03
EIUIQ41                       ,U,IQ,"Durables, manufactured",2000=100,"Monthly export price index for BEA End Use 41, Durables, manufactured - except automotive, not seasonally adjusted",,1983,M09,2022,M03
EIUIQ410                      ,U,IQ,Household goods,2000=100,"Monthly export price index for BEA End Use 410, Household goods, not seasonally adjusted",,1984,M12,2022,M03
EIUIQ41000                    ,U,IQ,Furniture and household items,December 2007=100,"Monthly export price index for BEA End Use 41000, Furniture, other household goods, not seasonally adjusted",,2007,M12,2022,M03
EIUIQ41030                    ,U,IQ,Household and kitchen appliances,2000=100,"Monthly export price index for BEA End Use 41030, Household appliances, not seasonally adjusted",,1984,M12,2022,M03
EIUIQ41050                    ,U,IQ,Miscellaneous household goods,2000=100,"Monthly export price index for BEA End Use 41050, Other household goods, not seasonally adjusted",,1996,M12,2022,M03
EIUIQ411                      ,U,IQ,Recreational equip & materials,2000=100,"Monthly export price index for BEA End Use 411, Recreational equipment and materials, not seasonally adjusted",,1984,M12,2022,M03
EIUIQ41120                    ,U,IQ,"Toys, shooting and sporting goods",2000=100,"Monthly export price index for BEA End Use 41120, Toys, games and sporting goods, not seasonally adjusted",,1987,M12,2022,M03
EIUIQ42                       ,U,IQ,Nonmanufactured consumer goods,December 2018=100,"Monthly export price index for BEA End Use 42, Consumer durables and nondurables-nonmanufactured, not seasonally adjusted",,2018,M12,2022,M03
EIUIQAG                       ,U,IQ,Agricultural commodities,2000=100,"Monthly export price index for BEA End Use AG, Agricultural commodities, not seasonally adjusted",,1985,M03,2022,M03
EIUIQATP01                    ,U,IQ,Biotechnology,December 2021=100,"Monthly export price index for Advanced Technology Products 01, Biotechnology, not seasonally adjusted",,2021,M12,2022,M03
EIUIQATP02                    ,U,IQ,Life Science,December 2019=100,"Monthly export price index for Advanced Technology Products 02, Life science, not seasonally adjusted",,2019,M12,2022,M03
EIUIQATP04                    ,U,IQ,Information & Communications,December 2019=100,"Monthly export price index for Advanced Technology Products 04, Information and communication, not seasonally adjusted",,2019,M12,2022,M03
EIUIQATP05                    ,U,IQ,Electronics,December 2019=100,"Monthly export price index for Advanced Technology Products 05, Electronics, not seasonally adjusted",,2019,M12,2022,M03
EIUIQATP06                    ,U,IQ,Flexible Manufacturing,December 2019=100,"Monthly export price index for Advanced Technology Products 06, Flexible manufacturing, not seasonally adjusted",,2019,M12,2022,M03
EIUIQATP08                    ,U,IQ,Aerospace,December 2019=100,"Monthly export price index for Advanced Technology Products 08, Aerospace, not seasonally adjusted",,2019,M12,2022,M03
EIUIQEXAG                     ,U,IQ,Nonagricultural commodities,2000=100,"Monthly export price index for BEA End Use EXAG, Nonagricultural commodities, not seasonally adjusted",,1985,M03,2022,M03
EIUIQEXCOM                    ,U,IQ,"All commodities, excluding computers, & semiconductors",December 2001=100,"Monthly export price index for BEA End Use EXCOM, All commodities, excluding computers, peripherals and semiconductors, not seasonally adjusted",,2001,M12,2022,M03
EIUIQEXFDFLS                  ,U,IQ,All exports excluding food and fuels,December 2010=100,"Monthly export price index for BEA End Use EXFDFLS, All exports excluding food and fuels, not seasonally adjusted",,2010,M12,2022,M03
EIUIQNAISMHY                  ,U,IQ,Nonagricultural industrial supplies & materials,2000=100,"Monthly export price index for BEA End Use NAISMHY, Nonagricultural industrial supplies and materials, not seasonally adjusted",,1989,M09,2022,M03
EIUIR                         ,U,IR,All commodities,2000=100,"Monthly import price index for BEA End Use, All commodities, not seasonally adjusted",,1982,M09,2022,M03
EIUIR0                        ,U,IR,"Foods, feeds, & beverages",2000=100,"Monthly import price index for BEA End Use 0, Foods, feeds, and beverages, not seasonally adjusted",,1977,M09,2022,M03
EIUIR00                       ,U,IR,"Agricultural foods, feeds & beverages, excluding distilled beverages",2000=100,"Monthly import price index for BEA End Use 00, Agricultural foods, feeds and beverages, excluding distilled beverages, not seasonally adjusted",,1984,M12,2022,M03
EIUIR000                      ,U,IR,"Green coffee, cocoa beans, sugar",2000=100,"Monthly import price index for BEA End Use 000, Green coffee, cocoa beans, and cane sugar, not seasonally adjusted",,1982,M03,2022,M03
EIUIR00000                    ,U,IR,Green coffee,December 2007=100,"Monthly import price index for BEA End Use 00000, Green coffee, not seasonally adjusted",,2007,M12,2022,M03
EIUIR001                      ,U,IR,Other agricultural foods,2000=100,"Monthly import price index for BEA End Use 001, Other agricultural foods, not seasonally adjusted",,1984,M12,2022,M03
EIUIR00100                    ,U,IR,"Meat, poultry & other edible animal products",2000=100,"Monthly import price index for BEA End Use 00100, Meat products, not seasonally adjusted",,1980,M12,2022,M03
EIUIR00120                    ,U,IR,Fruit and fruit preparations including frozen juices,2000=100,"Monthly import price index for BEA End Use 00120, Fruits and frozen juices, not seasonally adjusted",,1980,M12,2022,M03
EIUIR00130                    ,U,IR,Vegetables and vegetable preparations,2000=100,"Monthly import price index for BEA End Use 00130, Vegetables, not seasonally adjusted",,1980,M12,2022,M03
EIUIR00150                    ,U,IR,Food oils & oilseeds,December 2007=100,"Monthly import price index for BEA End Use 00150, Food oils and oilseeds, not seasonally adjusted",,2007,M12,2022,M03
EIUIR00160                    ,U,IR,Bakery & confectionery products,2000=100,"Monthly import price index for BEA End Use 00160, Bakery products, not seasonally adjusted",,1996,M12,2022,M03
EIUIR00180                    ,U,IR,Other animal & vegetable preparations & products,December 2015=100,"Monthly import price index for BEA End Use 00180, Other foods, not seasonally adjusted",,2015,M12,2022,M03
EIUIR00190                    ,U,IR,"Wine, beer, & related products",2000=100,"Monthly import price index for BEA End Use 00190, Wine and related products, not seasonally adjusted",,1984,M12,2022,M03
EIUIR002                      ,U,IR,Feedstuff and foodgrains,December 2013=100,"Monthly import price index for BEA End Use 002, Feedstuff and foodgrains, not seasonally adjusted",,2013,M12,2022,M03
EIUIR01                       ,U,IR,"Nonagricultural foods (fish, distilled beverages)",2000=100,"Monthly import price index for BEA End Use 01, Nonagricultural products, not seasonally adjusted",,1984,M12,2022,M03
EIUIR01000                    ,U,IR,Fish & shellfish,2000=100,"Monthly import price index for BEA End Use 01000, Fish and shellfish, not seasonally adjusted",,1980,M12,2022,M03
EIUIR01010                    ,U,IR,Distilled alcoholic beverages,2000=100,"Monthly import price index for BEA End Use 01010, Alcoholic beverages, excluding wine, not seasonally adjusted",,1984,M12,2022,M03
EIUIR1                        ,U,IR,Industrial supplies & materials,2000=100,"Monthly import price index for BEA End Use 1, Industrial supplies and materials, not seasonally adjusted",,1984,M12,2022,M03
EIUIR10                       ,U,IR,Fuels & lubricants,2000=100,"Monthly import price index for BEA End Use 10, Fuels and lubricants, not seasonally adjusted",,1984,M12,2022,M03
EIUIR100                      ,U,IR,Petroleum & petroleum products,2000=100,"Monthly import price index for BEA End Use 100, Petroleum products, excluding natural gas, not seasonally adjusted",,1982,M06,2022,M03
EIUIR10000                    ,U,IR,Crude petroleum,2000=100,"Monthly import price index for BEA End Use 10000, Crude oil, not seasonally adjusted",,1980,M12,2022,M03
EIUIR10010                    ,U,IR,Fuel oil,2000=100,"Monthly import price index for BEA End Use 10010, Fuel oil, not seasonally adjusted",,1986,M12,2022,M03
EIUIR10020                    ,U,IR,Other petroleum products,2000=100,"Monthly import price index for BEA End Use 10020, Other petroleum products, not seasonally adjusted",,1986,M12,2022,M03
EIUIR101                      ,U,IR,"Fuels, n.e.s.-coals & gas",2000=100,"Monthly import price index for BEA End Use 101, Fuels, n.e.s. - coals and gas, not seasonally adjusted",,1981,M09,2022,M03
EIUIR10110                    ,U,IR,Natural gas,2000=100,"Monthly import price index for BEA End Use 10110, Natural gas, not seasonally adjusted",,1981,M09,2022,M03
EIUIR11                       ,U,IR,Paper & paper base stocks,2000=100,"Monthly import price index for BEA End Use 11, Paper and paper base stocks, not seasonally adjusted",,1980,M12,2022,M03
EIUIR12                       ,U,IR,Materials associated with nondurable supplies & materials,2000=100,"Monthly import price index for BEA End Use 12, Agricultural products, textile supplies and chemicals, not seasonally adjusted",,1984,M03,2022,M03
EIUIR120                      ,U,IR,Agricultural products used for industrial supplies and materials,2000=100,"Monthly import price index for BEA End Use 120, Agricultural industrial supplies and materials products, not seasonally adjusted",,1984,M12,2022,M03
EIUIR12070                    ,U,IR,"Other agricultural products (tobacco, waxes, nonfood oils)",2000=100,"Monthly import price index for BEA End Use 12070, Tobacco, waxes, nonfood oils, not seasonally adjusted",,1984,M12,2022,M03
EIUIR121                      ,U,IR,Textile supplies & related materials,2000=100,"Monthly import price index for BEA End Use 121, Textile supplies and related materials, not seasonally adjusted",,1984,M12,2022,M03
EIUIR12135                    ,U,IR,"Synthetic cloth, fabric, and thread",2000=100,"Monthly import price index for BEA End Use 12135, Synthetic cloth, not seasonally adjusted",,1996,M12,2022,M03
EIUIR125                      ,U,IR,"Chemicals, excluding medicinals",2000=100,"Monthly import price index for BEA End Use 125, Chemicals, excluding medicinals and food additives, not seasonally adjusted",,1984,M12,2022,M03
EIUIR12500                    ,U,IR,Plastic materials,2000=100,"Monthly import price index for BEA End Use 12500, Plastic materials, not seasonally adjusted",,1984,M12,2022,M03
EIUIR12510                    ,U,IR,"Fertilizers, pesticides & insecticides",December 2007=100,"Monthly import price index for BEA End Use 12510, Chemicals - fertilizers, not seasonally adjusted",,2007,M12,2022,M03
EIUIR12530                    ,U,IR,Industrial inorganic chemicals,December 2016=100,"Monthly import price index for BEA End Use 12530, Chemicals - inorganic chemicals, not seasonally adjusted",,2016,M12,2022,M03
EIUIR12540                    ,U,IR,Industrial organic chemicals,December 2012=100,"Monthly import price index for BEA End Use 12540, Chemicals - organic chemicals, not seasonally adjusted",,2012,M12,2022,M03
EIUIR12550                    ,U,IR,Other chemicals (coloring agents),2000=100,"Monthly import price index for BEA End Use 12550, Chemicals - other, not seasonally adjusted",,1992,M12,2022,M03
EIUIR13                       ,U,IR,Selected building materials,2000=100,"Monthly import price index for BEA End Use 13, Selected building materials, except metals, not seasonally adjusted",,1980,M12,2022,M03
EIUIR130                      ,U,IR,Lumber and other unfinished building materials,2000=100,"Monthly import price index for BEA End Use 130, Lumber and other unfinished building materials, not seasonally adjusted",,1980,M12,2022,M03
EIUIR13020                    ,U,IR,"Stone, sand, cement and lime",December 2019=100,"Monthly import price index for BEA End Use 13020, Stone, sand, and cement, not seasonally adjusted",,2019,M12,2022,M03
EIUIR131                      ,U,IR,"Building materials, finished",2000=100,"Monthly import price index for BEA End Use 131, Building materials, finished, not seasonally adjusted",,1980,M12,2022,M03
EIUIR13120                    ,U,IR,Nontextile floor & wall coverings; mach. parts of china,December 2007=100,"Monthly import price index for BEA End Use 13120, Nontextile floor tiles, not seasonally adjusted",,2007,M12,2022,M03
EIUIR14                       ,U,IR,Unfinished metals related to durable goods,2000=100,"Monthly import price index for BEA End Use 14, Unfinished metals associated with durable goods output, not seasonally adjusted",,1981,M12,2022,M03
EIUIR140                      ,U,IR,Steelmaking & ferroalloying materials,2000=100,"Monthly import price index for BEA End Use 140, Steelmaking and ferroalloying matls, not seasonally adjusted",,1984,M12,2022,M03
EIUIR141                      ,U,IR,Iron & steel mill products,2000=100,"Monthly import price index for BEA End Use 141, Iron and steel mill products - semifinished, not seasonally adjusted",,1980,M12,2022,M03
EIUIR142                      ,U,IR,Major nonferrous metals-crude,2000=100,"Monthly import price index for BEA End Use 142, Major nonferrous metals - crude and semifinished, not seasonally adjusted",,1981,M12,2022,M03
EIUIR14200                    ,U,IR,"Bauxite, alumina, aluminum, and products thereof",2000=100,"Monthly import price index for BEA End Use 14200, Bauxite and aluminum, not seasonally adjusted",,1986,M09,2022,M03
EIUIR14220                    ,U,IR,Copper,December 2017=100,"Monthly import price index for BEA End Use 14220, Copper, not seasonally adjusted",,2017,M12,2022,M03
EIUIR14240                    ,U,IR,Nickel,December 2007=100,"Monthly import price index for BEA End Use 14240, Nickel, not seasonally adjusted",,2007,M12,2022,M03
EIUIR14250                    ,U,IR,Tin,December 2010=100,"Monthly import price index for BEA End Use 14250, Tin, not seasonally adjusted",,2010,M12,2022,M03
EIUIR14260                    ,U,IR,Zinc,December 2008=100,"Monthly import price index for BEA End Use 14260, Zinc, not seasonally adjusted",,2008,M12,2022,M03
EIUIR14270                    ,U,IR,Nonmonetary gold,2000=100,"Monthly import price index for BEA End Use 14270, Nonmonetary gold, not seasonally adjusted",,1992,M12,2022,M03
EIUIR14280                    ,U,IR,Other precious metals,2000=100,"Monthly import price index for BEA End Use 14280, Other precious metals, not seasonally adjusted",,1981,M12,2022,M03
EIUIR15                       ,U,IR,Finished metals related to durable goods,2000=100,"Monthly import price index for BEA End Use 15, Finished metals associated with durable goods, not seasonally adjusted",,1980,M12,2022,M03
EIUIR150                      ,U,IR,"Iron & steel products, except advanced manufacturing",2000=100,"Monthly import price index for BEA End Use 150, Iron and steel products, except advanced manufacturing, not seasonally adjusted",,1980,M12,2022,M03
EIUIR151                      ,U,IR,Iron & steel advanced manufacturing,2000=100,"Monthly import price index for BEA End Use 151, Iron and steel manufacturing, except steel - advanced, not seasonally adjusted",,1980,M12,2022,M03
EIUIR152                      ,U,IR,Finished metals shapes and advanced manufacturing,2000=100,"Monthly import price index for BEA End Use 152, Finished metals shapes and advanced manufacturing, not seasonally adjusted",,1984,M06,2022,M03
EIUIR16                       ,U,IR,Nonmetals related to durable goods,2000=100,"Monthly import price index for BEA End Use 16, Nonmetals associated with durable goods, not seasonally adjusted",,1984,M12,2022,M03
EIUIR161                      ,U,IR,"Finished nonmetals (boxes, belting, glass, etc.)",2000=100,"Monthly import price index for BEA End Use 161, Finished nonmetals associated with durable goods, not seasonally adjusted",,1984,M12,2022,M03
EIUIR16120                    ,U,IR,"Other finished nonmetals (boxes, belting, glass, etc.)",2000=100,"Monthly import price index for BEA End Use 16120, Other industrial supplies, not seasonally adjusted",,1987,M12,2022,M03
EIUIR1DUR                     ,U,IR,"Industrial supplies & materials, durable",2000=100,"Monthly import price index for BEA End Use 1DUR, Industrial supplies and materials, durable, not seasonally adjusted",,1989,M06,2022,M03
EIUIR1EXFUEL                  ,U,IR,Industrial supplies & materials excluding fuels,December 2001=100,"Monthly import price index for BEA End Use 1EXFUEL, Industrial supplies and materials excluding fuels, not seasonally adjusted",,2001,M12,2022,M03
EIUIR1EXPET                   ,U,IR,Industrial supplies & materials excluding petroleum,2000=100,"Monthly import price index for BEA End Use 1EXPET, Industrial supplies and materials excluding petroleum, not seasonally adjusted",,1982,M09,2022,M03
EIUIR1NONDUR                  ,U,IR,Industrial supplies & materials nondurable excluding petroleum,2000=100,"Monthly import price index for BEA End Use 1NONDUR, Industrial supplies and materials nondurable excluding petroleum, not seasonally adjusted",,1989,M06,2022,M03
EIUIR2                        ,U,IR,Capital goods,2000=100,"Monthly import price index for BEA End Use 2, Capital goods, except automotive, not seasonally adjusted",,1979,M12,2022,M03
EIUIR20                       ,U,IR,Electric generating equipment,2000=100,"Monthly import price index for BEA End Use 20, Electric generating, and electric equipment and parts, not seasonally adjusted",,1979,M03,2022,M03
EIUIR20000                    ,U,IR,"Generators, transformers & access",2000=100,"Monthly import price index for BEA End Use 20000, Generators, accessories, not seasonally adjusted",,1984,M12,2022,M03
EIUIR20005                    ,U,IR,"Electric apparatus & parts, n.e.s.",2000=100,"Monthly import price index for BEA End Use 20005, Electric apparatus, not seasonally adjusted",,1984,M12,2022,M03
EIUIR21                       ,U,IR,Nonelectrical machinery,2000=100,"Monthly import price index for BEA End Use 21, Nonelectrical machinery, except consumer - type, not seasonally adjusted",,1979,M06,2022,M03
EIUIR210                      ,U,IR,"Oil drilling, mining, and construction machinery and equipment",2000=100,"Monthly import price index for BEA End Use 210, Oil drilling, mining, and construction machinery, not seasonally adjusted",,1984,M12,2022,M03
EIUIR21030                    ,U,IR,"Excavating, paving & construction machinery",2000=100,"Monthly import price index for BEA End Use 21030, Excavating machinery, not seasonally adjusted",,1984,M12,2022,M03
EIUIR211                      ,U,IR,Industrial and service machinery,2000=100,"Monthly import price index for BEA End Use 211, Industrial and service machinery, n.e.c., not seasonally adjusted",,1984,M12,2022,M03
EIUIR21100                    ,U,IR,"Industrial engines, pumps, & compressors",2000=100,"Monthly import price index for BEA End Use 21100, Industrial engines, not seasonally adjusted",,1987,M12,2022,M03
EIUIR21120                    ,U,IR,Metal working machine tools and rolling mills,2000=100,"Monthly import price index for BEA End Use 21120, Metal working machine tools, not seasonally adjusted",,1979,M12,2022,M03
EIUIR21160                    ,U,IR,"Measuring, testing & control instruments",2000=100,"Monthly import price index for BEA End Use 21160, Measuring, testing, control instruments, not seasonally adjusted",,1984,M12,2022,M03
EIUIR21170                    ,U,IR,Materials handling equipment,2000=100,"Monthly import price index for BEA End Use 21170, Materials handling equipment, not seasonally adjusted",,1996,M12,2022,M03
EIUIR21180                    ,U,IR,Other industrial machines,2000=100,"Monthly import price index for BEA End Use 21180, Other industrial machines, not seasonally adjusted",,1984,M12,2022,M03
EIUIR21190                    ,U,IR,Photo & other service industry machinery,2000=100,"Monthly import price index for BEA End Use 21190, Photo, service industry machines, not seasonally adjusted",,1984,M12,2022,M03
EIUIR212                      ,U,IR,Agricultural machinery and equipment,December 2020=100,"Monthly import price index for BEA End Use 212, Agricultural machinery and equipment, not seasonally adjusted",,2020,M12,2022,M03
