series_id        ,sector_code,measure_code,duration_code,base_year,series_title,footnote_codes,begin_year,begin_period,end_year,end_period
MPU0523052       ,523,5,2,2012,"Labor input for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Indexes = 100.000",3.0,1987,A01,2020,A01
MPU0523053       ,523,5,3,-,"Labor input for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), % Change Year Ago",3.0,1988,A01,2020,A01
MPU0523062       ,523,6,2,2012,"Labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Indexes = 100.000",8.0,1987,A01,2020,A01
MPU0523063       ,523,6,3,-,"Labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), % Change Year Ago",8.0,1988,A01,2020,A01
MPU0523072       ,523,7,2,2012,"Capital productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Indexes = 100.000",,1987,A01,2020,A01
MPU0523073       ,523,7,3,-,"Capital productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), % Change Year Ago",,1988,A01,2020,A01
MPU0523082       ,523,8,2,2012,"Capital intensity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Indexes = 100.000",,1987,A01,2020,A01
MPU0523083       ,523,8,3,-,"Capital intensity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), % Change Year Ago",,1988,A01,2020,A01
MPU0523152       ,523,15,2,2012,"Contribution of capital intensity to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Indexes = 100.000",,1987,A01,2020,A01
MPU0523153       ,523,15,3,-,"Contribution of capital intensity to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), % Change Year Ago",,1988,A01,2020,A01
MPU0523162       ,523,16,2,2012,"Contribution of information processing equipment (IPE) intensity to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Indexes = 100.000",,1987,A01,2020,A01
MPU0523163       ,523,16,3,-,"Contribution of information processing equipment (IPE) intensity to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), % Change Year Ago",,1988,A01,2020,A01
MPU0523172       ,523,17,2,2012,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Indexes = 100.000",,1987,A01,2020,A01
MPU0523173       ,523,17,3,-,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), % Change Year Ago",,1988,A01,2020,A01
MPU0523182       ,523,18,2,2012,"Contribution of labor composition to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Indexes = 100.000",,1987,A01,2020,A01
MPU0523183       ,523,18,3,-,"Contribution of labor composition to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), % Change Year Ago",,1988,A01,2020,A01
MPU0523192       ,523,19,2,2012,"Contribution of research and development (R&D) intensity to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Indexes = 100.000",,1987,A01,2020,A01
MPU0523193       ,523,19,3,-,"Contribution of research and development (R&D) intensity to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), % Change Year Ago",,1988,A01,2020,A01
MPU0523202       ,523,20,2,2012,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Indexes = 100.000",,1987,A01,2020,A01
MPU0523203       ,523,20,3,-,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), % Change Year Ago",,1988,A01,2020,A01
MPU0523512       ,523,51,2,2012,"Real sectoral output for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Indexes = 100.000",,1987,A01,2020,A01
MPU0523513       ,523,51,3,-,"Real sectoral output for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), % Change Year Ago",,1988,A01,2020,A01
MPU0523552       ,523,55,2,2012,"Energy input for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Indexes = 100.000",,1987,A01,2020,A01
MPU0523553       ,523,55,3,-,"Energy input for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), % Change Year Ago",,1988,A01,2020,A01
MPU0523562       ,523,56,2,2012,"Materials input for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Indexes = 100.000",,1987,A01,2020,A01
MPU0523563       ,523,56,3,-,"Materials input for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), % Change Year Ago",,1988,A01,2020,A01
MPU0523572       ,523,57,2,2012,"Services Input for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Indexes = 100.000",,1987,A01,2020,A01
MPU0523573       ,523,57,3,-,"Services Input for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), % Change Year Ago",,1988,A01,2020,A01
MPU0523611       ,523,61,1,-,"Sectoral output, billions of current dollars for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Levels",,1987,A01,2020,A01
MPU0523621       ,523,62,1,-,"Capital costs, billions of current dollars for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Levels",,1987,A01,2020,A01
MPU0523631       ,523,63,1,-,"Labor costs, billions of current dollars for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Levels",,1987,A01,2020,A01
MPU0523641       ,523,64,1,-,"Energy costs, billions of current dollars for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Levels",,1987,A01,2020,A01
MPU0523651       ,523,65,1,-,"Materials costs, billions of current dollars for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Levels",,1987,A01,2020,A01
MPU0523661       ,523,66,1,-,"Services costs, billions of current dollars for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Levels",,1987,A01,2020,A01
MPU0523671       ,523,67,1,-,"Capital share for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Levels",,1987,A01,2020,A01
MPU0523681       ,523,68,1,-,"Labor share for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Levels",,1987,A01,2020,A01
MPU0523691       ,523,69,1,-,"Energy share for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Levels",,1987,A01,2020,A01
MPU0523701       ,523,70,1,-,"Materials share for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Levels",,1987,A01,2020,A01
MPU0523711       ,523,71,1,-,"Services share for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Levels",,1987,A01,2020,A01
MPU0523742       ,523,74,2,2012,"Contribution of energy intensity to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Indexes = 100.000",,1987,A01,2020,A01
MPU0523743       ,523,74,3,-,"Contribution of energy intensity to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), % Change Year Ago",,1988,A01,2020,A01
MPU0523762       ,523,76,2,2012,"Contribution of materials intensity to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Indexes = 100.000",,1987,A01,2020,A01
MPU0523763       ,523,76,3,-,"Contribution of materials intensity to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), % Change Year Ago",,1988,A01,2020,A01
MPU0523772       ,523,77,2,2012,"Contribution of services intensity to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Indexes = 100.000",,1987,A01,2020,A01
MPU0523773       ,523,77,3,-,"Contribution of services intensity to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), % Change Year Ago",,1988,A01,2020,A01
MPU0523782       ,523,78,2,2012,"Contribution of intermediate inputs intensity to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), Indexes = 100.000",,1987,A01,2020,A01
MPU0523783       ,523,78,3,-,"Contribution of intermediate inputs intensity to labor productivity for Securities, commodity contracts, and other financial investments and related activities (NAICS 523), % Change Year Ago",,1988,A01,2020,A01
MPU0524012       ,524,1,2,2012,"Total factor productivity for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",4.0,1987,A01,2020,A01
MPU0524013       ,524,1,3,-,"Total factor productivity for Insurance carriers and related activities (NAICS 524), % Change Year Ago",4.0,1988,A01,2020,A01
MPU0524032       ,524,3,2,2012,"Combined inputs for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",6.0,1987,A01,2020,A01
MPU0524033       ,524,3,3,-,"Combined inputs for Insurance carriers and related activities (NAICS 524), % Change Year Ago",6.0,1988,A01,2020,A01
MPU0524042       ,524,4,2,2012,"Capital input for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",0.0,1987,A01,2020,A01
MPU0524043       ,524,4,3,-,"Capital input for Insurance carriers and related activities (NAICS 524), % Change Year Ago",0.0,1988,A01,2020,A01
MPU0524052       ,524,5,2,2012,"Labor input for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",3.0,1987,A01,2020,A01
MPU0524053       ,524,5,3,-,"Labor input for Insurance carriers and related activities (NAICS 524), % Change Year Ago",3.0,1988,A01,2020,A01
MPU0524062       ,524,6,2,2012,"Labor productivity for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",8.0,1987,A01,2020,A01
MPU0524063       ,524,6,3,-,"Labor productivity for Insurance carriers and related activities (NAICS 524), % Change Year Ago",8.0,1988,A01,2020,A01
MPU0524072       ,524,7,2,2012,"Capital productivity for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",,1987,A01,2020,A01
MPU0524073       ,524,7,3,-,"Capital productivity for Insurance carriers and related activities (NAICS 524), % Change Year Ago",,1988,A01,2020,A01
MPU0524082       ,524,8,2,2012,"Capital intensity for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",,1987,A01,2020,A01
MPU0524083       ,524,8,3,-,"Capital intensity for Insurance carriers and related activities (NAICS 524), % Change Year Ago",,1988,A01,2020,A01
MPU0524152       ,524,15,2,2012,"Contribution of capital intensity to labor productivity for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",,1987,A01,2020,A01
MPU0524153       ,524,15,3,-,"Contribution of capital intensity to labor productivity for Insurance carriers and related activities (NAICS 524), % Change Year Ago",,1988,A01,2020,A01
MPU0524162       ,524,16,2,2012,"Contribution of information processing equipment (IPE) intensity to labor productivity for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",,1987,A01,2020,A01
MPU0524163       ,524,16,3,-,"Contribution of information processing equipment (IPE) intensity to labor productivity for Insurance carriers and related activities (NAICS 524), % Change Year Ago",,1988,A01,2020,A01
MPU0524172       ,524,17,2,2012,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",,1987,A01,2020,A01
MPU0524173       ,524,17,3,-,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Insurance carriers and related activities (NAICS 524), % Change Year Ago",,1988,A01,2020,A01
MPU0524182       ,524,18,2,2012,"Contribution of labor composition to labor productivity for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",,1987,A01,2020,A01
MPU0524183       ,524,18,3,-,"Contribution of labor composition to labor productivity for Insurance carriers and related activities (NAICS 524), % Change Year Ago",,1988,A01,2020,A01
MPU0524192       ,524,19,2,2012,"Contribution of research and development (R&D) intensity to labor productivity for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",,1987,A01,2020,A01
MPU0524193       ,524,19,3,-,"Contribution of research and development (R&D) intensity to labor productivity for Insurance carriers and related activities (NAICS 524), % Change Year Ago",,1988,A01,2020,A01
MPU0524202       ,524,20,2,2012,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",,1987,A01,2020,A01
MPU0524203       ,524,20,3,-,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Insurance carriers and related activities (NAICS 524), % Change Year Ago",,1988,A01,2020,A01
MPU0524512       ,524,51,2,2012,"Real sectoral output for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",,1987,A01,2020,A01
MPU0524513       ,524,51,3,-,"Real sectoral output for Insurance carriers and related activities (NAICS 524), % Change Year Ago",,1988,A01,2020,A01
MPU0524552       ,524,55,2,2012,"Energy input for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",,1987,A01,2020,A01
MPU0524553       ,524,55,3,-,"Energy input for Insurance carriers and related activities (NAICS 524), % Change Year Ago",,1988,A01,2020,A01
MPU0524562       ,524,56,2,2012,"Materials input for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",,1987,A01,2020,A01
MPU0524563       ,524,56,3,-,"Materials input for Insurance carriers and related activities (NAICS 524), % Change Year Ago",,1988,A01,2020,A01
MPU0524572       ,524,57,2,2012,"Services Input for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",,1987,A01,2020,A01
MPU0524573       ,524,57,3,-,"Services Input for Insurance carriers and related activities (NAICS 524), % Change Year Ago",,1988,A01,2020,A01
MPU0524611       ,524,61,1,-,"Sectoral output, billions of current dollars for Insurance carriers and related activities (NAICS 524), Levels",,1987,A01,2020,A01
MPU0524621       ,524,62,1,-,"Capital costs, billions of current dollars for Insurance carriers and related activities (NAICS 524), Levels",,1987,A01,2020,A01
MPU0524631       ,524,63,1,-,"Labor costs, billions of current dollars for Insurance carriers and related activities (NAICS 524), Levels",,1987,A01,2020,A01
MPU0524641       ,524,64,1,-,"Energy costs, billions of current dollars for Insurance carriers and related activities (NAICS 524), Levels",,1987,A01,2020,A01
MPU0524651       ,524,65,1,-,"Materials costs, billions of current dollars for Insurance carriers and related activities (NAICS 524), Levels",,1987,A01,2020,A01
MPU0524661       ,524,66,1,-,"Services costs, billions of current dollars for Insurance carriers and related activities (NAICS 524), Levels",,1987,A01,2020,A01
MPU0524671       ,524,67,1,-,"Capital share for Insurance carriers and related activities (NAICS 524), Levels",,1987,A01,2020,A01
MPU0524681       ,524,68,1,-,"Labor share for Insurance carriers and related activities (NAICS 524), Levels",,1987,A01,2020,A01
MPU0524691       ,524,69,1,-,"Energy share for Insurance carriers and related activities (NAICS 524), Levels",,1987,A01,2020,A01
MPU0524701       ,524,70,1,-,"Materials share for Insurance carriers and related activities (NAICS 524), Levels",,1987,A01,2020,A01
MPU0524711       ,524,71,1,-,"Services share for Insurance carriers and related activities (NAICS 524), Levels",,1987,A01,2020,A01
MPU0524742       ,524,74,2,2012,"Contribution of energy intensity to labor productivity for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",,1987,A01,2020,A01
MPU0524743       ,524,74,3,-,"Contribution of energy intensity to labor productivity for Insurance carriers and related activities (NAICS 524), % Change Year Ago",,1988,A01,2020,A01
MPU0524762       ,524,76,2,2012,"Contribution of materials intensity to labor productivity for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",,1987,A01,2020,A01
MPU0524763       ,524,76,3,-,"Contribution of materials intensity to labor productivity for Insurance carriers and related activities (NAICS 524), % Change Year Ago",,1988,A01,2020,A01
MPU0524772       ,524,77,2,2012,"Contribution of services intensity to labor productivity for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",,1987,A01,2020,A01
MPU0524773       ,524,77,3,-,"Contribution of services intensity to labor productivity for Insurance carriers and related activities (NAICS 524), % Change Year Ago",,1988,A01,2020,A01
MPU0524782       ,524,78,2,2012,"Contribution of intermediate inputs intensity to labor productivity for Insurance carriers and related activities (NAICS 524), Indexes = 100.000",,1987,A01,2020,A01
MPU0524783       ,524,78,3,-,"Contribution of intermediate inputs intensity to labor productivity for Insurance carriers and related activities (NAICS 524), % Change Year Ago",,1988,A01,2020,A01
MPU0525012       ,525,1,2,2012,"Total factor productivity for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",4.0,1987,A01,2020,A01
MPU0525013       ,525,1,3,-,"Total factor productivity for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",4.0,1988,A01,2020,A01
MPU0525032       ,525,3,2,2012,"Combined inputs for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",6.0,1987,A01,2020,A01
MPU0525033       ,525,3,3,-,"Combined inputs for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",6.0,1988,A01,2020,A01
MPU0525042       ,525,4,2,2012,"Capital input for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",0.0,1987,A01,2020,A01
MPU0525043       ,525,4,3,-,"Capital input for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",0.0,1988,A01,2020,A01
MPU0525052       ,525,5,2,2012,"Labor input for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",3.0,1987,A01,2020,A01
MPU0525053       ,525,5,3,-,"Labor input for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",3.0,1988,A01,2020,A01
MPU0525062       ,525,6,2,2012,"Labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",8.0,1987,A01,2020,A01
MPU0525063       ,525,6,3,-,"Labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",8.0,1988,A01,2020,A01
MPU0525072       ,525,7,2,2012,"Capital productivity for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",,1987,A01,2020,A01
MPU0525073       ,525,7,3,-,"Capital productivity for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",,1988,A01,2020,A01
MPU0525082       ,525,8,2,2012,"Capital intensity for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",,1987,A01,2020,A01
MPU0525083       ,525,8,3,-,"Capital intensity for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",,1988,A01,2020,A01
MPU0525152       ,525,15,2,2012,"Contribution of capital intensity to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",,1987,A01,2020,A01
MPU0525153       ,525,15,3,-,"Contribution of capital intensity to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",,1988,A01,2020,A01
MPU0525162       ,525,16,2,2012,"Contribution of information processing equipment (IPE) intensity to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",,1987,A01,2020,A01
MPU0525163       ,525,16,3,-,"Contribution of information processing equipment (IPE) intensity to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",,1988,A01,2020,A01
MPU0525172       ,525,17,2,2012,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",,1987,A01,2020,A01
MPU0525173       ,525,17,3,-,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",,1988,A01,2020,A01
MPU0525182       ,525,18,2,2012,"Contribution of labor composition to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",,1987,A01,2020,A01
MPU0525183       ,525,18,3,-,"Contribution of labor composition to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",,1988,A01,2020,A01
MPU0525192       ,525,19,2,2012,"Contribution of research and development (R&D) intensity to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",,1987,A01,2020,A01
MPU0525193       ,525,19,3,-,"Contribution of research and development (R&D) intensity to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",,1988,A01,2020,A01
MPU0525202       ,525,20,2,2012,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",,1987,A01,2020,A01
MPU0525203       ,525,20,3,-,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",,1988,A01,2020,A01
MPU0525512       ,525,51,2,2012,"Real sectoral output for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",,1987,A01,2020,A01
MPU0525513       ,525,51,3,-,"Real sectoral output for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",,1988,A01,2020,A01
MPU0525552       ,525,55,2,2012,"Energy input for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",,1987,A01,2020,A01
MPU0525553       ,525,55,3,-,"Energy input for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",,1988,A01,2020,A01
MPU0525562       ,525,56,2,2012,"Materials input for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",,1987,A01,2020,A01
MPU0525563       ,525,56,3,-,"Materials input for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",,1988,A01,2020,A01
MPU0525572       ,525,57,2,2012,"Services Input for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",,1987,A01,2020,A01
MPU0525573       ,525,57,3,-,"Services Input for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",,1988,A01,2020,A01
MPU0525611       ,525,61,1,-,"Sectoral output, billions of current dollars for Funds, trusts, and other financial vehicles (NAICS 525), Levels",,1987,A01,2020,A01
MPU0525621       ,525,62,1,-,"Capital costs, billions of current dollars for Funds, trusts, and other financial vehicles (NAICS 525), Levels",,1987,A01,2020,A01
MPU0525631       ,525,63,1,-,"Labor costs, billions of current dollars for Funds, trusts, and other financial vehicles (NAICS 525), Levels",,1987,A01,2020,A01
MPU0525641       ,525,64,1,-,"Energy costs, billions of current dollars for Funds, trusts, and other financial vehicles (NAICS 525), Levels",,1987,A01,2020,A01
MPU0525651       ,525,65,1,-,"Materials costs, billions of current dollars for Funds, trusts, and other financial vehicles (NAICS 525), Levels",,1987,A01,2020,A01
MPU0525661       ,525,66,1,-,"Services costs, billions of current dollars for Funds, trusts, and other financial vehicles (NAICS 525), Levels",,1987,A01,2020,A01
MPU0525671       ,525,67,1,-,"Capital share for Funds, trusts, and other financial vehicles (NAICS 525), Levels",,1987,A01,2020,A01
MPU0525681       ,525,68,1,-,"Labor share for Funds, trusts, and other financial vehicles (NAICS 525), Levels",,1987,A01,2020,A01
MPU0525691       ,525,69,1,-,"Energy share for Funds, trusts, and other financial vehicles (NAICS 525), Levels",,1987,A01,2020,A01
MPU0525701       ,525,70,1,-,"Materials share for Funds, trusts, and other financial vehicles (NAICS 525), Levels",,1987,A01,2020,A01
MPU0525711       ,525,71,1,-,"Services share for Funds, trusts, and other financial vehicles (NAICS 525), Levels",,1987,A01,2020,A01
MPU0525742       ,525,74,2,2012,"Contribution of energy intensity to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",,1987,A01,2020,A01
MPU0525743       ,525,74,3,-,"Contribution of energy intensity to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",,1988,A01,2020,A01
MPU0525762       ,525,76,2,2012,"Contribution of materials intensity to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",,1987,A01,2020,A01
MPU0525763       ,525,76,3,-,"Contribution of materials intensity to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",,1988,A01,2020,A01
MPU0525772       ,525,77,2,2012,"Contribution of services intensity to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",,1987,A01,2020,A01
MPU0525773       ,525,77,3,-,"Contribution of services intensity to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",,1988,A01,2020,A01
MPU0525782       ,525,78,2,2012,"Contribution of intermediate inputs intensity to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), Indexes = 100.000",,1987,A01,2020,A01
MPU0525783       ,525,78,3,-,"Contribution of intermediate inputs intensity to labor productivity for Funds, trusts, and other financial vehicles (NAICS 525), % Change Year Ago",,1988,A01,2020,A01
MPU0531012       ,531,1,2,2012,"Total factor productivity for Real estate (NAICS 531), Indexes = 100.000",4.0,1987,A01,2020,A01
MPU0531013       ,531,1,3,-,"Total factor productivity for Real estate (NAICS 531), % Change Year Ago",4.0,1988,A01,2020,A01
MPU0531032       ,531,3,2,2012,"Combined inputs for Real estate (NAICS 531), Indexes = 100.000",6.0,1987,A01,2020,A01
MPU0531033       ,531,3,3,-,"Combined inputs for Real estate (NAICS 531), % Change Year Ago",6.0,1988,A01,2020,A01
MPU0531042       ,531,4,2,2012,"Capital input for Real estate (NAICS 531), Indexes = 100.000",0.0,1987,A01,2020,A01
MPU0531043       ,531,4,3,-,"Capital input for Real estate (NAICS 531), % Change Year Ago",0.0,1988,A01,2020,A01
MPU0531052       ,531,5,2,2012,"Labor input for Real estate (NAICS 531), Indexes = 100.000",3.0,1987,A01,2020,A01
MPU0531053       ,531,5,3,-,"Labor input for Real estate (NAICS 531), % Change Year Ago",3.0,1988,A01,2020,A01
MPU0531062       ,531,6,2,2012,"Labor productivity for Real estate (NAICS 531), Indexes = 100.000",8.0,1987,A01,2020,A01
MPU0531063       ,531,6,3,-,"Labor productivity for Real estate (NAICS 531), % Change Year Ago",8.0,1988,A01,2020,A01
MPU0531072       ,531,7,2,2012,"Capital productivity for Real estate (NAICS 531), Indexes = 100.000",,1987,A01,2020,A01
MPU0531073       ,531,7,3,-,"Capital productivity for Real estate (NAICS 531), % Change Year Ago",,1988,A01,2020,A01
MPU0531082       ,531,8,2,2012,"Capital intensity for Real estate (NAICS 531), Indexes = 100.000",,1987,A01,2020,A01
MPU0531083       ,531,8,3,-,"Capital intensity for Real estate (NAICS 531), % Change Year Ago",,1988,A01,2020,A01
MPU0531152       ,531,15,2,2012,"Contribution of capital intensity to labor productivity for Real estate (NAICS 531), Indexes = 100.000",,1987,A01,2020,A01
MPU0531153       ,531,15,3,-,"Contribution of capital intensity to labor productivity for Real estate (NAICS 531), % Change Year Ago",,1988,A01,2020,A01
MPU0531162       ,531,16,2,2012,"Contribution of information processing equipment (IPE) intensity to labor productivity for Real estate (NAICS 531), Indexes = 100.000",,1987,A01,2020,A01
MPU0531163       ,531,16,3,-,"Contribution of information processing equipment (IPE) intensity to labor productivity for Real estate (NAICS 531), % Change Year Ago",,1988,A01,2020,A01
MPU0531172       ,531,17,2,2012,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Real estate (NAICS 531), Indexes = 100.000",,1987,A01,2020,A01
MPU0531173       ,531,17,3,-,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Real estate (NAICS 531), % Change Year Ago",,1988,A01,2020,A01
MPU0531182       ,531,18,2,2012,"Contribution of labor composition to labor productivity for Real estate (NAICS 531), Indexes = 100.000",,1987,A01,2020,A01
MPU0531183       ,531,18,3,-,"Contribution of labor composition to labor productivity for Real estate (NAICS 531), % Change Year Ago",,1988,A01,2020,A01
MPU0531192       ,531,19,2,2012,"Contribution of research and development (R&D) intensity to labor productivity for Real estate (NAICS 531), Indexes = 100.000",,1987,A01,2020,A01
MPU0531193       ,531,19,3,-,"Contribution of research and development (R&D) intensity to labor productivity for Real estate (NAICS 531), % Change Year Ago",,1988,A01,2020,A01
MPU0531202       ,531,20,2,2012,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Real estate (NAICS 531), Indexes = 100.000",,1987,A01,2020,A01
MPU0531203       ,531,20,3,-,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Real estate (NAICS 531), % Change Year Ago",,1988,A01,2020,A01
MPU0531512       ,531,51,2,2012,"Real sectoral output for Real estate (NAICS 531), Indexes = 100.000",,1987,A01,2020,A01
MPU0531513       ,531,51,3,-,"Real sectoral output for Real estate (NAICS 531), % Change Year Ago",,1988,A01,2020,A01
MPU0531552       ,531,55,2,2012,"Energy input for Real estate (NAICS 531), Indexes = 100.000",,1987,A01,2020,A01
MPU0531553       ,531,55,3,-,"Energy input for Real estate (NAICS 531), % Change Year Ago",,1988,A01,2020,A01
MPU0531562       ,531,56,2,2012,"Materials input for Real estate (NAICS 531), Indexes = 100.000",,1987,A01,2020,A01
MPU0531563       ,531,56,3,-,"Materials input for Real estate (NAICS 531), % Change Year Ago",,1988,A01,2020,A01
