Record Date,Parent ID,Classification ID,Classification Description,Current Month Receipt or Outlay Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2018-06-30","33368273","33368288","Veterans Benefits and Services","23908642074.84","138922834498.22","131358033316.21","9","28","28","280","D","F","2","2.15","2018","3","2018","2","06","30"
"2018-06-30","33368273","33368289","Administration of Justice","5184568929.42","44863499442.54","43589524388.77","9","29","29","290","D","F","2","2.16","2018","3","2018","2","06","30"
"2018-06-30","33368273","33368290","General Government","1945958415.15","15540148178.27","14959047694.90","9","30","30","300","D","F","2","2.17","2018","3","2018","2","06","30"
"2018-06-30","33368273","33368291","Net Interest","32408823914.89","264936286121.09","223578960277.01","9","31","31","320","D","F","2","2.18","2018","3","2018","2","06","30"
"2018-06-30","33368273","33368293","Undistributed Offsetting Receipts","-6556758882.41","-72531376839.16","-69384934194.09","9","32","32","330","D","F","2","2.19","2018","3","2018","2","06","30"
"2018-06-30","33368273","33368294","Total","391136184565.14","3147903338674.39","3030903929634.11","9","33","33","340","T","SL","2","2.20","2018","3","2018","2","06","30"
"2018-05-31","null","33039638","Receipts","null","null","null","9","1","1","10","S","SL","1","1","2018","3","2018","2","05","31"
"2018-05-31","33039638","33039639","Individual Income Taxes","92539076537.72","1143140569363.22","1048691363131.59","9","2","2","20","D","RSG","2","1.1","2018","3","2018","2","05","31"
"2018-05-31","33039638","33039640","Corporation Income Taxes","2932305696.35","123707190860.11","165890169212.39","9","3","3","30","D","RSG","2","1.2","2018","3","2018","2","05","31"
"2018-05-31","33039638","33039641","Social Insurance and Retirement Receipts:","null","null","null","9","4","4","40","S","RSG","2","1.3","2018","3","2018","2","05","31"
"2018-05-31","33039641","33039642","Employment and General Retirement","90524562985.11","753437497353.09","737195778527.19","9","5","5","50","D","RSG","3","1.3.1","2018","3","2018","2","05","31"
"2018-05-31","33039641","33039643","Unemployment Insurance","12517882932.77","36684241570.88","36947626050.54","9","6","6","60","D","RSG","3","1.3.2","2018","3","2018","2","05","31"
"2018-05-31","33039641","33039644","Other Retirement","351753945.97","2877516313.67","2728936700.12","9","7","7","70","D","RSG","3","1.3.3","2018","3","2018","2","05","31"
"2018-05-31","33039638","33039645","Excise Taxes","7325143892.87","55695342937.64","49968478562.55","9","8","8","80","D","RSG","2","1.4","2018","3","2018","2","05","31"
"2018-05-31","33039638","33039646","Estate and Gift Taxes","1650468870.77","15366018089.41","16503785321.52","9","9","9","90","D","RSG","2","1.5","2018","3","2018","2","05","31"
"2018-05-31","33039638","33039647","Customs Duties","2968376062.71","24808736115.62","22366986679.16","9","10","10","100","D","RSG","2","1.6","2018","3","2018","2","05","31"
"2018-05-31","33039638","33039648","Miscellaneous Receipts","6265366970.06","68809104856.23","88866876118.95","9","11","11","110","D","RSG","2","1.7","2018","3","2018","2","05","31"
"2018-05-31","33039638","33039649","Total","217074937894.33","2224526217459.87","2169160000304.01","9","12","12","120","T","SL","2","1.8","2018","3","2018","2","05","31"
"2018-05-31","null","33039650","Net Outlays","null","null","null","9","13","13","130","S","SL","1","2","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039651","National Defense","55828358041.35","431765025489.82","410440525415.98","9","14","14","140","D","F","2","2.1","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039652","International Affairs","5472423083.31","29722470867.39","33200961557.52","9","15","15","150","D","F","2","2.2","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039653","General Science, Space, and Technology","2358040839.69","19945981093.73","19730391408.85","9","16","16","160","D","F","2","2.3","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039654","Energy","-49456636.75","848874996.54","2592417423.26","9","17","17","170","D","F","2","2.4","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039655","Natural Resources and Environment","2762217314.49","24854436190.50","22817020811.72","9","18","18","180","D","F","2","2.5","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039656","Agriculture","160481955.95","24158110715.28","22233599262.52","9","19","19","190","D","F","2","2.6","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039657","Commerce and Housing Credit","11145200511.63","3995404120.88","-22432030450.78","9","20","20","200","D","F","2","2.7","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039658","Transportation","7778677652.09","55540362970.11","56403618110.70","9","21","21","210","D","F","2","2.8","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039659","Community and Regional Development","2419421499.30","33372602832.58","15858320640.23","9","22","22","220","D","F","2","2.9","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039660","Education, Training, Employment, and Social Services","7827949469.41","70064680298.44","65795336480.60","9","23","23","230","D","F","2","2.10","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039661","Health","46015097377.17","343061496410.00","329519147207.39","9","24","24","240","D","F","2","2.11","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039662","Medicare","53143350931.92","376907450828.41","367625686766.99","9","25","25","250","D","F","2","2.12","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039663","Income Security","37911295496.92","357486691482.85","359790076932.55","9","26","26","260","D","F","2","2.13","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039664","Social Security","82734368260.37","650203408863.65","623330372701.52","9","27","27","270","D","F","2","2.14","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039665","Veterans Benefits and Services","15978031298.14","115014192423.38","108144938551.62","9","28","28","280","D","F","2","2.15","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039666","Administration of Justice","4501675396.00","39678930507.17","38260172092.98","9","29","29","290","D","F","2","2.16","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039667","General Government","2799338119.93","13594189763.12","13289102105.40","9","30","30","300","D","F","2","2.17","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039668","Net Interest","31514397155.25","232527462212.15","197849850428.29","9","31","31","320","D","F","2","2.18","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039670","Undistributed Offsetting Receipts","-6429486506.28","-65974617956.75","-62439256597.36","9","32","32","330","D","F","2","2.19","2018","3","2018","2","05","31"
"2018-05-31","33039650","33039671","Total","363871381259.89","2756767154109.25","2602010250849.98","9","33","33","340","T","SL","2","2.20","2018","3","2018","2","05","31"
"2018-04-30","null","32585471","Receipts","null","null","null","9","1","1","10","S","SL","1","1","2018","3","2018","2","04","30"
"2018-04-30","32585471","32585472","Individual Income Taxes","314327172844.38","1050601492825.50","944710164922.43","9","2","2","20","D","RSG","2","1.1","2018","3","2018","2","04","30"
"2018-04-30","32585471","32585473","Corporation Income Taxes","42167604819.33","120774885163.76","159954767435.48","9","3","3","30","D","RSG","2","1.2","2018","3","2018","2","04","30"
"2018-04-30","32585471","32585474","Social Insurance and Retirement Receipts:","null","null","null","9","4","4","40","S","RSG","2","1.3","2018","3","2018","2","04","30"
"2018-04-30","32585474","32585475","Employment and General Retirement","119227537722.72","662912934367.98","648526554092.82","9","5","5","50","D","RSG","3","1.3.1","2018","3","2018","2","04","30"
"2018-04-30","32585474","32585476","Unemployment Insurance","9625544521.21","24166358638.11","19516156148.75","9","6","6","60","D","RSG","3","1.3.2","2018","3","2018","2","04","30"
"2018-04-30","32585474","32585477","Other Retirement","344465314.41","2525762367.70","2403471623.65","9","7","7","70","D","RSG","3","1.3.3","2018","3","2018","2","04","30"
"2018-04-30","32585471","32585478","Excise Taxes","6905402014.13","48370199044.77","41845199631.78","9","8","8","80","D","RSG","2","1.4","2018","3","2018","2","04","30"
"2018-04-30","32585471","32585479","Estate and Gift Taxes","2600139004.86","13715549218.64","14488848584.28","9","9","9","90","D","RSG","2","1.5","2018","3","2018","2","04","30"
"2018-04-30","32585471","32585480","Customs Duties","3447986150.19","21840360052.91","19945706184.72","9","10","10","100","D","RSG","2","1.6","2018","3","2018","2","04","30"
"2018-04-30","32585471","32585481","Miscellaneous Receipts","11800815879.71","62543737886.17","77351156747.58","9","11","11","110","D","RSG","2","1.7","2018","3","2018","2","04","30"
"2018-04-30","32585471","32585482","Total","510446668270.94","2007451279565.54","1928742025371.49","9","12","12","120","T","SL","2","1.8","2018","3","2018","2","04","30"
"2018-04-30","null","32585483","Net Outlays","null","null","null","9","13","13","130","S","SL","1","2","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585484","National Defense","46766783034.44","375936667448.47","358921662293.26","9","14","14","140","D","F","2","2.1","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585485","International Affairs","3146182926.92","24250047784.08","29899075044.31","9","15","15","150","D","F","2","2.2","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585486","General Science, Space, and Technology","2327011025.71","17587940254.04","17224884130.04","9","16","16","160","D","F","2","2.3","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585487","Energy","-391010675.34","898331633.29","2517889537.48","9","17","17","170","D","F","2","2.4","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585488","Natural Resources and Environment","1793237509.55","22092218876.01","20279117544.01","9","18","18","180","D","F","2","2.5","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585489","Agriculture","328221251.43","23997628759.33","22206559457.17","9","19","19","190","D","F","2","2.6","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585490","Commerce and Housing Credit","1364716182.18","-7149796390.75","-23761230497.48","9","20","20","200","D","F","2","2.7","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585491","Transportation","5609444496.29","47761685318.02","48952433009.37","9","21","21","210","D","F","2","2.8","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585492","Community and Regional Development","2835741380.26","30953181333.28","14475520202.21","9","22","22","220","D","F","2","2.9","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585493","Education, Training, Employment, and Social Services","8511792776.52","62236730829.03","58569161486.47","9","23","23","230","D","F","2","2.10","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585494","Health","41373678995.25","297046399032.83","288516550916.36","9","24","24","240","D","F","2","2.11","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585495","Medicare","24160598643.11","323764099896.49","316140374563.89","9","25","25","250","D","F","2","2.12","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585496","Income Security","35347847086.97","319575395985.93","320735370293.50","9","26","26","260","D","F","2","2.13","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585497","Social Security","82461946433.45","567469040603.28","544653749407.92","9","27","27","270","D","F","2","2.14","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585498","Veterans Benefits and Services","5824113400.07","99036161125.24","93287152933.74","9","28","28","280","D","F","2","2.15","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585499","Administration of Justice","5041414913.58","35177255111.17","34106604270.85","9","29","29","290","D","F","2","2.16","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585500","General Government","1133994067.61","10794851643.19","9837454427.58","9","30","30","300","D","F","2","2.17","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585501","Net Interest","35239674839.69","201013065056.90","172829559982.36","9","31","31","320","D","F","2","2.18","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585503","Undistributed Offsetting Receipts","-6683833684.06","-59545131450.47","-56222320913.76","9","32","32","330","D","F","2","2.19","2018","3","2018","2","04","30"
"2018-04-30","32585483","32585504","Total","296191554603.63","2392895772849.36","2273169568089.28","9","33","33","340","T","SL","2","2.20","2018","3","2018","2","04","30"
"2018-03-31","null","32274812","Receipts","null","null","null","9","1","1","10","S","SL","1","1","2018","2","2018","1","03","31"
"2018-03-31","32274812","32274813","Individual Income Taxes","88160300438.71","736274319981.12","695390641889.02","9","2","2","20","D","RSG","2","1.1","2018","2","2018","1","03","31"
"2018-03-31","32274812","32274814","Corporation Income Taxes","5066178268.62","78607280344.43","100233895664.52","9","3","3","30","D","RSG","2","1.2","2018","2","2018","1","03","31"
"2018-03-31","32274812","32274815","Social Insurance and Retirement Receipts:","null","null","null","9","4","4","40","S","RSG","2","1.3","2018","2","2018","1","03","31"
"2018-03-31","32274815","32274816","Employment and General Retirement","96861328398.98","543685396645.26","531003211772.88","9","5","5","50","D","RSG","3","1.3.1","2018","2","2018","1","03","31"
"2018-03-31","32274815","32274817","Unemployment Insurance","385379287.32","14540814116.90","14407481012.38","9","6","6","60","D","RSG","3","1.3.2","2018","2","2018","1","03","31"
"2018-03-31","32274815","32274818","Other Retirement","358977084.87","2181297053.29","2080811783.87","9","7","7","70","D","RSG","3","1.3.3","2018","2","2018","1","03","31"
"2018-03-31","32274812","32274819","Excise Taxes","7849309972.06","41464797030.64","37487569266.10","9","8","8","80","D","RSG","2","1.4","2018","2","2018","1","03","31"
"2018-03-31","32274812","32274820","Estate and Gift Taxes","1461067952.76","11115410213.78","10290415344.08","9","9","9","90","D","RSG","2","1.5","2018","2","2018","1","03","31"
"2018-03-31","32274812","32274821","Customs Duties","3083614616.63","18392373902.72","16936421340.97","9","10","10","100","D","RSG","2","1.6","2018","2","2018","1","03","31"
"2018-03-31","32274812","32274822","Miscellaneous Receipts","7606213494.00","50742922006.46","65306200495.78","9","11","11","110","D","RSG","2","1.7","2018","2","2018","1","03","31"
"2018-03-31","32274812","32274823","Total","210832369513.95","1497004611294.60","1473136648569.60","9","12","12","120","T","SL","2","1.8","2018","2","2018","1","03","31"
"2018-03-31","null","32274824","Net Outlays","null","null","null","9","13","13","130","S","SL","1","2","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274825","National Defense","58322150382.45","313276009226.79","300864018093.89","9","14","14","140","D","F","2","2.1","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274826","International Affairs","2768352195.39","21103864857.16","25711024079.75","9","15","15","150","D","F","2","2.2","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274827","General Science, Space, and Technology","2535332126.55","15260929228.33","14986557788.98","9","16","16","160","D","F","2","2.3","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274828","Energy","888046045.65","1289342308.63","2493754710.97","9","17","17","170","D","F","2","2.4","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274829","Natural Resources and Environment","3124273919.16","20298981366.46","18357556585.92","9","18","18","180","D","F","2","2.5","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274830","Agriculture","617240512.85","23669407507.90","22186739038.72","9","19","19","190","D","F","2","2.6","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274831","Commerce and Housing Credit","-3057268275.95","-8514512572.93","-22974511387.99","9","20","20","200","D","F","2","2.7","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274832","Transportation","6847511230.65","42152240821.73","42966685632.87","9","21","21","210","D","F","2","2.8","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274833","Community and Regional Development","4068667170.19","28117439953.02","12932810021.37","9","22","22","220","D","F","2","2.9","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274834","Education, Training, Employment, and Social Services","10027204983.52","53724938052.51","51212772401.44","9","23","23","230","D","F","2","2.10","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274835","Health","52085644884.55","271566595224.82","266588833602.23","9","24","24","240","D","F","2","2.11","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274836","Medicare","75469881929.16","299603501253.38","293772648426.07","9","25","25","250","D","F","2","2.12","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274837","Income Security","65097227128.08","284227548898.96","284779789217.05","9","26","26","260","D","F","2","2.13","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274838","Social Security","82384248625.57","485007094169.83","466019311631.21","9","27","27","270","D","F","2","2.14","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274839","Veterans Benefits and Services","23837661882.42","93212047725.17","86251692536.86","9","28","28","280","D","F","2","2.15","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274840","Administration of Justice","4758847823.21","30135840197.59","29867360888.68","9","29","29","290","D","F","2","2.16","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274841","General Government","2857837589.34","9669472575.58","8894350823.38","9","30","30","300","D","F","2","2.17","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274842","Net Interest","33172406076.08","165773390217.21","145389130426.03","9","31","31","320","D","F","2","2.18","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274844","Undistributed Offsetting Receipts","-6229646905.04","-52861297766.41","-50308296755.08","9","32","32","330","D","F","2","2.19","2018","2","2018","1","03","31"
"2018-03-31","32274824","32274845","Total","419575619323.83","2096712833245.73","1999992227762.35","9","33","33","340","T","SL","2","2.20","2018","2","2018","1","03","31"
"2018-02-28","null","31885771","Receipts","null","null","null","9","1","1","10","S","SL","1","1","2018","2","2018","1","02","28"
"2018-02-28","31885771","31885772","Individual Income Taxes","45388493975.60","648114019542.41","611318356567.30","9","2","2","20","D","RSG","2","1.1","2018","2","2018","1","02","28"
"2018-02-28","31885771","31885773","Corporation Income Taxes","-1992334904.24","73541102075.81","87354636915.03","9","3","3","30","D","RSG","2","1.2","2018","2","2018","1","02","28"
"2018-02-28","31885771","31885774","Social Insurance and Retirement Receipts:","null","null","null","9","4","4","40","S","RSG","2","1.3","2018","2","2018","1","02","28"
"2018-02-28","31885774","31885775","Employment and General Retirement","87942696707.65","446824068246.28","435686927461.92","9","5","5","50","D","RSG","3","1.3.1","2018","2","2018","1","02","28"
"2018-02-28","31885774","31885776","Unemployment Insurance","2791141103.24","14155434829.58","14019919705.40","9","6","6","60","D","RSG","3","1.3.2","2018","2","2018","1","02","28"
"2018-02-28","31885774","31885777","Other Retirement","336221362.47","1822319968.42","1738363912.78","9","7","7","70","D","RSG","3","1.3.3","2018","2","2018","1","02","28"
"2018-02-28","31885771","31885778","Excise Taxes","5877898997.15","33615487058.58","29854446006.27","9","8","8","80","D","RSG","2","1.4","2018","2","2018","1","02","28"
"2018-02-28","31885771","31885779","Estate and Gift Taxes","2104189937.60","9654342261.02","8314602168.95","9","9","9","90","D","RSG","2","1.5","2018","2","2018","1","02","28"
"2018-02-28","31885771","31885780","Customs Duties","2674432730.52","15308759286.09","14269242742.90","9","10","10","100","D","RSG","2","1.6","2018","2","2018","1","02","28"
"2018-02-28","31885771","31885781","Miscellaneous Receipts","10499977139.90","43136708512.46","53996598660.86","9","11","11","110","D","RSG","2","1.7","2018","2","2018","1","02","28"
"2018-02-28","31885771","31885782","Total","155622717049.89","1286172241780.65","1256553094141.41","9","12","12","120","T","SL","2","1.8","2018","2","2018","1","02","28"
"2018-02-28","null","31885783","Net Outlays","null","null","null","9","13","13","130","S","SL","1","2","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885784","National Defense","48669442877.48","254953858844.34","243171567613.25","9","14","14","140","D","F","2","2.1","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885785","International Affairs","2773228190.98","18335512661.77","21347730168.99","9","15","15","150","D","F","2","2.2","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885786","General Science, Space, and Technology","2251093645.29","12725597101.78","12418404111.61","9","16","16","160","D","F","2","2.3","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885787","Energy","-241569698.89","401296262.98","1608032402.45","9","17","17","170","D","F","2","2.4","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885788","Natural Resources and Environment","2858758520.50","17174707447.30","16137912990.52","9","18","18","180","D","F","2","2.5","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885789","Agriculture","496976049.36","23052166995.05","22041717892.80","9","19","19","190","D","F","2","2.6","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885790","Commerce and Housing Credit","820074245.96","-5457244296.98","-8906630331.01","9","20","20","200","D","F","2","2.7","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885791","Transportation","6065020803.15","35304729591.08","35145507914.43","9","21","21","210","D","F","2","2.8","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885792","Community and Regional Development","3166413901.84","24048772782.83","11049920048.38","9","22","22","220","D","F","2","2.9","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885793","Education, Training, Employment, and Social Services","11254519786.47","43697733068.99","40639315305.19","9","23","23","230","D","F","2","2.10","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885794","Health","43901972767.80","219480950340.27","220080645304.82","9","24","24","240","D","F","2","2.11","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885795","Medicare","48136662839.88","224133619324.22","218427929899.03","9","25","25","250","D","F","2","2.12","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885796","Income Security","82933241741.07","219130321770.88","219406303075.03","9","26","26","260","D","F","2","2.13","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885797","Social Security","81540509219.52","402622845544.26","387496708690.09","9","27","27","270","D","F","2","2.14","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885798","Veterans Benefits and Services","14917880786.03","69374385842.75","65573010230.79","9","28","28","280","D","F","2","2.15","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885799","Administration of Justice","4222794429.56","25377166178.38","24108935048.06","9","29","29","290","D","F","2","2.16","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885800","General Government","412284671.79","6811634986.24","5991810695.55","9","30","30","300","D","F","2","2.17","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885801","Net Interest","23304388677.70","132600984141.13","115518170061.35","9","31","31","320","D","F","2","2.18","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885803","Undistributed Offsetting Receipts","-6612803983.20","-46631650861.37","-44080857519.46","9","32","32","330","D","F","2","2.19","2018","2","2018","1","02","28"
"2018-02-28","31885783","31885804","Total","370870889472.29","1677137387725.90","1607176133601.87","9","33","33","340","T","SL","2","2.20","2018","2","2018","1","02","28"
"2018-01-31","null","31637344","Receipts","null","null","null","9","1","1","10","S","SL","1","1","2018","2","2018","1","01","31"
"2018-01-31","31637344","31637345","Individual Income Taxes","211878984654.03","602725525566.81","550067549079.09","9","2","2","20","D","RSG","2","1.1","2018","2","2018","1","01","31"
"2018-01-31","31637344","31637346","Corporation Income Taxes","13481675547.86","75533436980.05","84876903895.10","9","3","3","30","D","RSG","2","1.2","2018","2","2018","1","01","31"
"2018-01-31","31637344","31637347","Social Insurance and Retirement Receipts:","null","null","null","9","4","4","40","S","RSG","2","1.3","2018","2","2018","1","01","31"
"2018-01-31","31637347","31637348","Employment and General Retirement","107278252091.19","358881371538.63","349283177271.08","9","5","5","50","D","RSG","3","1.3.1","2018","2","2018","1","01","31"
"2018-01-31","31637347","31637349","Unemployment Insurance","5199781768.25","11364293726.34","11186947319.92","9","6","6","60","D","RSG","3","1.3.2","2018","2","2018","1","01","31"
"2018-01-31","31637347","31637350","Other Retirement","389473302.64","1486098605.95","1415781620.96","9","7","7","70","D","RSG","3","1.3.3","2018","2","2018","1","01","31"
"2018-01-31","31637344","31637351","Excise Taxes","8279849652.83","27737588061.43","24492630881.29","9","8","8","80","D","RSG","2","1.4","2018","2","2018","1","01","31"
"2018-01-31","31637344","31637352","Estate and Gift Taxes","2292267955.32","7550152323.42","7232958512.05","9","9","9","90","D","RSG","2","1.5","2018","2","2018","1","01","31"
"2018-01-31","31637344","31637353","Customs Duties","3188077417.64","12634326555.57","11779386165.49","9","10","10","100","D","RSG","2","1.6","2018","2","2018","1","01","31"
"2018-01-31","31637344","31637354","Miscellaneous Receipts","9049228396.86","32636731372.56","44505106903.74","9","11","11","110","D","RSG","2","1.7","2018","2","2018","1","01","31"
"2018-01-31","31637344","31637355","Total","361037590786.62","1130549524730.76","1084840441648.72","9","12","12","120","T","SL","2","1.8","2018","2","2018","1","01","31"
"2018-01-31","null","31637356","Net Outlays","null","null","null","9","13","13","130","S","SL","1","2","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637357","National Defense","40051439746.08","206285633620.38","197280602527.76","9","14","14","140","D","F","2","2.1","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637358","International Affairs","2527178981.99","15562284470.79","17020439060.30","9","15","15","150","D","F","2","2.2","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637359","General Science, Space, and Technology","2257774477.39","10474503456.49","10122862056.54","9","16","16","160","D","F","2","2.3","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637360","Energy","416174961.05","642865961.87","1448060630.30","9","17","17","170","D","F","2","2.4","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637361","Natural Resources and Environment","3196115863.42","14315948926.80","13323223491.76","9","18","18","180","D","F","2","2.5","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637362","Agriculture","1567942658.69","22555190945.69","21430106825.85","9","19","19","190","D","F","2","2.6","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637363","Commerce and Housing Credit","998741994.52","-6277318542.94","-8318649195.90","9","20","20","200","D","F","2","2.7","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637364","Transportation","6645441568.25","29239708787.93","29063132146.98","9","21","21","210","D","F","2","2.8","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637365","Community and Regional Development","4251471733.31","20882358880.99","9315521638.03","9","22","22","220","D","F","2","2.9","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637366","Education, Training, Employment, and Social Services","12030346723.38","32443213282.52","28996943502.89","9","23","23","230","D","F","2","2.10","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637367","Health","42833953371.56","175578977572.47","176295881007.51","9","24","24","240","D","F","2","2.11","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637368","Medicare","48855393657.83","175996956484.34","172759698731.00","9","25","25","250","D","F","2","2.12","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637369","Income Security","30296441555.41","136197080029.81","133105003608.36","9","26","26","260","D","F","2","2.13","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637370","Social Security","81868527761.84","321082336324.74","309728477571.28","9","27","27","270","D","F","2","2.14","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637371","Veterans Benefits and Services","7747775902.78","54456505056.72","51244975482.22","9","28","28","280","D","F","2","2.15","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637372","Administration of Justice","6042107220.29","21154371748.82","20046248949.46","9","29","29","290","D","F","2","2.16","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637373","General Government","1354843759.24","6399250745.63","4216281327.93","9","30","30","300","D","F","2","2.17","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637374","Net Interest","25322314067.81","109296595463.43","94342472012.39","9","31","31","320","D","F","2","2.18","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637376","Undistributed Offsetting Receipts","-6462115926.14","-40018846878.17","-38002238704.94","9","32","32","330","D","F","2","2.19","2018","2","2018","1","01","31"
"2018-01-31","31637356","31637377","Total","311801870078.70","1306267616338.31","1243419042669.72","9","33","33","340","T","SL","2","2.20","2018","2","2018","1","01","31"
"2017-12-31","null","31064359","Receipts","null","null","null","9","1","1","10","S","SL","1","1","2018","1","2017","4","12","31"
"2017-12-31","31064359","31064360","Individual Income Taxes","164311151806.91","390846540912.78","352836972101.68","9","2","2","20","D","RSG","2","1.1","2018","1","2017","4","12","31"
"2017-12-31","31064359","31064361","Corporation Income Taxes","60627220679.83","62051761432.19","75730801484.74","9","3","3","30","D","RSG","2","1.2","2018","1","2017","4","12","31"
"2017-12-31","31064359","31064362","Social Insurance and Retirement Receipts:","null","null","null","9","4","4","40","S","RSG","2","1.3","2018","1","2017","4","12","31"
"2017-12-31","31064362","31064363","Employment and General Retirement","83974592933.20","251603119447.44","244587745439.60","9","5","5","50","D","RSG","3","1.3.1","2018","1","2017","4","12","31"
"2017-12-31","31064362","31064364","Unemployment Insurance","251525362.91","6164511958.09","6498015226.25","9","6","6","60","D","RSG","3","1.3.2","2018","1","2017","4","12","31"
