Record Date,Parent ID,Classification ID,Classification Description,Current Month Receipt or Outlay Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount,Current Year Budget Estimate Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2018-11-30","35406064","35406069","(On-Budget)","139336128574.30","330250655453.11","319198043694.17","2513323000000.00","3","14","14","140","T","SLB","3","1.8.1","2019","1","2018","4","11","30"
"2018-11-30","35406064","35406075","(Off-Budget)","66625000000.00","128402000000.00","124517000000.00","911061000000.00","3","15","15","150","T","SLB","3","1.8.2","2019","1","2018","4","11","30"
"2018-11-30","null","35406081","Budget Outlays","null","null","null","null","3","16","16","160","S","SLB","1","2","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406084","Legislative Branch","372323679.72","816652473.51","775659414.89","5223000000.00","3","17","17","170","D","C","2","2.1","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406086","Judicial Branch","777380102.17","1449348445.85","1247824526.94","8033000000.00","3","18","18","180","D","C","2","2.2","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406088","Department of Agriculture","17103475960.31","35415069954.02","38574735095.11","123688000000.00","3","19","19","210","D","C","2","2.3","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406090","Department of Commerce","2109915798.12","2770371437.16","1406800526.11","13694000000.00","3","20","20","220","D","C","2","2.4","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406092","Department of Defense--Military Programs","57095520208.60","120481115261.70","101891401402.71","657660000000.00","3","21","21","230","D","C","2","2.5","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406094","Department of Education","5630215482.79","10727526419.24","8900516604.45","77276000000.00","3","22","22","250","D","C","2","2.6","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406096","Department of Energy","1807529078.16","4726384300.85","4294800560.51","30638000000.00","3","23","23","260","D","C","2","2.7","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406098","Department of Health and Human Services","120606220633.50","217771438345.91","168064330473.54","1234392000000.00","3","24","24","275","D","C","2","2.8","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406100","Department of Homeland Security","4663004199.86","10000628084.93","16982120300.10","63128000000.00","3","25","25","280","D","C","2","2.9","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406102","Department of Housing and Urban Development","3663717562.07","7445578055.92","6961756468.03","46519000000.00","3","26","26","290","D","C","2","2.10","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406104","Department of the Interior","477657553.71","2608079189.07","2289826740.75","14147000000.00","3","27","27","300","D","C","2","2.11","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406106","Department of Justice","3279297366.03","4891037389.32","6450408859.46","36523000000.00","3","28","28","310","D","C","2","2.12","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406108","Department of Labor","3285801816.42","1118412676.48","1079704198.87","39342000000.00","3","29","29","320","D","C","2","2.13","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406110","Department of State","3268005021.96","6267521899.53","4728475287.65","27678000000.00","3","30","30","330","D","C","2","2.14","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406112","Department of Transportation","6466481653.51","12866728853.06","12502780022.23","83520000000.00","3","31","31","340","D","C","2","2.15","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406114","Department of the Treasury:","null","null","null","null","3","32","32","350","S","C","2","2.16","2019","1","2018","4","11","30"
"2018-11-30","35406114","35406116","Interest on Treasury Debt Securities (Gross)","35371318649.95","67018850756.40","62425984278.11","591442000000.00","3","33","33","360","D","P","3","2.16.1","2019","1","2018","4","11","30"
"2018-11-30","35406114","35406118","Other","6790655847.57","12887692599.67","10545250496.62","106324000000.00","3","34","34","370","D","P","3","2.16.2","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406120","Department of Veterans Affairs","25577811255.67","42417735488.31","22934624359.77","202160000000.00","3","35","35","375","D","C","2","2.17","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406122","Corps of Engineers","771444963.25","1412739092.71","682277516.37","8602000000.00","3","36","36","377","D","C","2","2.18","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406124","Other Defense Civil Programs","9714605053.34","14462000457.35","6688684886.25","62144000000.00","3","37","37","378","D","C","2","2.19","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406126","Environmental Protection Agency","760828754.21","1491136936.93","1456233995.07","5921000000.00","3","38","38","380","D","C","2","2.20","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406128","Executive Office of the President","44748270.20","77206927.15","60467771.17","407000000.00","3","39","39","385","D","C","2","2.21","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406132","General Services Administration","139133285.72","186478733.47","75559539.99","1005000000.00","3","40","40","390","D","C","2","2.22","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406134","International Assistance Programs","1838558179.47","3947520082.56","4908099097.49","27272000000.00","3","41","41","395","D","C","2","2.23","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406138","National Aeronautics and Space Administration","1706693615.26","3494010154.69","3188209823.41","21115000000.00","3","42","42","400","D","C","2","2.24","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406140","National Science Foundation","502317078.89","1134318488.35","1202338317.84","7495000000.00","3","43","43","405","D","C","2","2.25","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406144","Office of Personnel Management","8107839908.43","17268510122.26","16837949644.43","100942000000.00","3","44","44","410","D","C","2","2.26","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406146","Small Business Administration","110885904.15","210768273.61","252410071.92","1182000000.00","3","45","45","420","D","C","2","2.27","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406150","Social Security Administration","92638420351.07","181290350960.02","164251978285.08","1104614000000.00","3","46","46","423","D","C","2","2.28","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406152","Independent Agencies","4788917854.49","8146581895.61","2724835245.20","65509000000.00","3","47","47","440","D","C","2","2.29","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406156","Allowances","null","null","null","-7037000000.00","3","48","48","450","D","SL","2","2.30","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406158","Undistributed Offsetting Receipts:","null","null","null","null","3","49","49","460","S","SL","2","2.31","2019","1","2018","4","11","30"
"2018-11-30","35406158","35406163","Interest","-2538345564.93","-1209701545.98","-1677354728.81","-146654000000.00","3","50","50","470","D","UORG","3","2.31.1","2019","1","2018","4","11","30"
"2018-11-30","35406158","35406165","Other","-6068693550.59","-29545736813.04","-27232189602.55","-104263000000.00","3","51","51","480","D","UORG","3","2.31.2","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406170","Total Outlays","410863685973.08","764046355396.62","645476499478.71","4509641000000.00","3","52","52","490","T","SLB","2","2.32","2019","1","2018","4","11","30"
"2018-11-30","35406170","35406173","(On-Budget)","328697379049.09","607819075265.81","499188128588.70","3599751000000.00","3","53","53","500","T","SLB","3","2.32.1","2019","1","2018","4","11","30"
"2018-11-30","35406170","35406176","(Off-Budget)","82166306923.99","156227280130.81","146288370890.01","909890000000.00","3","54","54","510","T","SLB","3","2.32.2","2019","1","2018","4","11","30"
"2018-11-30","35406081","35406180","Surplus (+) or Deficit (-)","-204902557398.78","-305393699943.51","-201761455784.54","-1085257000000.00","3","55","55","520","T","SLB","2","2.33","2019","1","2018","4","11","30"
"2018-11-30","35406180","35406183","(On-Budget)","-189361250474.79","-277568419812.70","-179990084894.53","-1086428000000.00","3","56","56","530","T","SLB","3","2.33.1","2019","1","2018","4","11","30"
"2018-11-30","35406180","35406186","(Off-Budget)","-15541306923.99","-27825280130.81","-21771370890.01","1171000000.00","3","57","57","540","T","SLB","3","2.33.2","2019","1","2018","4","11","30"
"2018-10-31","null","35158636","Budget Receipts","null","null","null","null","3","1","1","10","S","SLB","1","1","2019","1","2018","4","10","31"
"2018-10-31","35158636","35158640","Individual Income Taxes","128865813268.53","128865813268.53","127832282092.26","1705230000000.00","3","2","2","20","D","RSG","2","1.1","2019","1","2018","4","10","31"
"2018-10-31","35158636","35158642","Corporation Income Taxes","8000142465.85","8000142465.85","3728989296.60","225472000000.00","3","3","3","30","D","RSG","2","1.2","2019","1","2018","4","10","31"
"2018-10-31","35158636","35158646","Social Insurance and Retirement Receipts:","null","null","null","null","3","4","4","40","S","RSG","2","1.3","2019","1","2018","4","10","31"
"2018-10-31","35158646","35158648","Employment and General Retirement (Off-Budget)","61777000000.00","61777000000.00","60033000000.00","911061000000.00","3","5","5","50","D","SL","3","1.3.1","2019","1","2018","4","10","31"
"2018-10-31","35158646","35158651","Employment and General Retirement (On-Budget)","21477815177.60","21477815177.60","20766604420.35","282507000000.00","3","6","6","60","D","SL","3","1.3.2","2019","1","2018","4","10","31"
"2018-10-31","35158646","35158654","Unemployment Insurance","2941017881.82","2941017881.82","2882930347.91","44598000000.00","3","7","7","70","D","RSG","3","1.3.3","2019","1","2018","4","10","31"
"2018-10-31","35158646","35158658","Other Retirement","357080965.32","357080965.32","335454278.12","4944000000.00","3","8","8","80","D","RSG","3","1.3.4","2019","1","2018","4","10","31"
"2018-10-31","35158636","35158660","Excise Taxes","14715316764.04","14715316764.04","7463125945.84","97502000000.00","3","9","9","90","D","RSG","2","1.4","2019","1","2018","4","10","31"
"2018-10-31","35158636","35158664","Estate and Gift Taxes","1953669908.98","1953669908.98","1614520418.36","17320000000.00","3","10","10","100","D","RSG","2","1.5","2019","1","2018","4","10","31"
"2018-10-31","35158636","35158666","Customs Duties","5550559303.59","5550559303.59","3239205174.82","40007000000.00","3","11","11","110","D","RSG","2","1.6","2019","1","2018","4","10","31"
"2018-10-31","35158636","35158670","Miscellaneous Receipts","7053111143.08","7053111143.08","7444538801.44","95743000000.00","3","12","12","120","D","RSG","2","1.7","2019","1","2018","4","10","31"
"2018-10-31","35158636","35158675","Total Receipts","252691526878.81","252691526878.81","235340650775.70","3424384000000.00","3","13","13","130","T","SLB","2","1.8","2019","1","2018","4","10","31"
"2018-10-31","35158675","35158678","(On-Budget)","190914526878.81","190914526878.81","175307650775.70","2513323000000.00","3","14","14","140","T","SLB","3","1.8.1","2019","1","2018","4","10","31"
"2018-10-31","35158675","35158681","(Off-Budget)","61777000000.00","61777000000.00","60033000000.00","911061000000.00","3","15","15","150","T","SLB","3","1.8.2","2019","1","2018","4","10","31"
"2018-10-31","null","35158684","Budget Outlays","null","null","null","null","3","16","16","160","S","SLB","1","2","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158687","Legislative Branch","444328793.79","444328793.79","401225210.09","5223000000.00","3","17","17","170","D","C","2","2.1","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158691","Judicial Branch","671968343.68","671968343.68","620832017.56","8033000000.00","3","18","18","180","D","C","2","2.2","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158693","Department of Agriculture","18311593993.71","18311593993.71","21889119636.16","123688000000.00","3","19","19","210","D","C","2","2.3","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158697","Department of Commerce","660455639.04","660455639.04","670334242.99","13694000000.00","3","20","20","220","D","C","2","2.4","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158699","Department of Defense--Military Programs","63385595053.10","63385595053.10","57040595570.37","657660000000.00","3","21","21","230","D","C","2","2.5","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158703","Department of Education","5097310936.45","5097310936.45","4622000919.18","77276000000.00","3","22","22","250","D","C","2","2.6","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158705","Department of Energy","2918855222.69","2918855222.69","2462024136.63","30638000000.00","3","23","23","260","D","C","2","2.7","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158709","Department of Health and Human Services","97165217712.41","97165217712.41","69223861250.24","1234392000000.00","3","24","24","275","D","C","2","2.8","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158711","Department of Homeland Security","5337623885.07","5337623885.07","8293992549.37","63128000000.00","3","25","25","280","D","C","2","2.9","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158715","Department of Housing and Urban Development","3781860493.85","3781860493.85","3381503454.95","46519000000.00","3","26","26","290","D","C","2","2.10","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158717","Department of the Interior","2130421635.36","2130421635.36","1098951201.77","14147000000.00","3","27","27","300","D","C","2","2.11","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158721","Department of Justice","1611740023.29","1611740023.29","3046007310.93","36523000000.00","3","28","28","310","D","C","2","2.12","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158723","Department of Labor","-2167389139.94","-2167389139.94","-2391093319.89","39342000000.00","3","29","29","320","D","C","2","2.13","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158727","Department of State","2999516877.57","2999516877.57","2031479725.11","27678000000.00","3","30","30","330","D","C","2","2.14","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158729","Department of Transportation","6400247199.55","6400247199.55","6338588198.73","83520000000.00","3","31","31","340","D","C","2","2.15","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158733","Department of the Treasury:","null","null","null","null","3","32","32","350","S","C","2","2.16","2019","1","2018","4","10","31"
"2018-10-31","35158733","35158735","Interest on Treasury Debt Securities (Gross)","31647532106.45","31647532106.45","24411569716.36","591442000000.00","3","33","33","360","D","P","3","2.16.1","2019","1","2018","4","10","31"
"2018-10-31","35158733","35158739","Other","6097036752.10","6097036752.10","5483351071.08","106324000000.00","3","34","34","370","D","P","3","2.16.2","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158741","Department of Veterans Affairs","16839924232.64","16839924232.64","8265427110.96","202160000000.00","3","35","35","375","D","C","2","2.17","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158745","Corps of Engineers","641294129.46","641294129.46","117060510.68","8602000000.00","3","36","36","377","D","C","2","2.18","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158747","Other Defense Civil Programs","4747395404.01","4747395404.01","2298934787.88","62144000000.00","3","37","37","378","D","C","2","2.19","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158751","Environmental Protection Agency","730308182.72","730308182.72","752248483.01","5921000000.00","3","38","38","380","D","C","2","2.20","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158753","Executive Office of the President","32458656.95","32458656.95","29616987.34","407000000.00","3","39","39","385","D","C","2","2.21","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158757","General Services Administration","47345447.75","47345447.75","-55148591.93","1005000000.00","3","40","40","390","D","C","2","2.22","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158759","International Assistance Programs","2108961903.09","2108961903.09","3007416801.45","27272000000.00","3","41","41","395","D","C","2","2.23","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158763","National Aeronautics and Space Administration","1787316539.43","1787316539.43","1531395896.48","21115000000.00","3","42","42","400","D","C","2","2.24","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158765","National Science Foundation","632001409.46","632001409.46","641752716.00","7495000000.00","3","43","43","405","D","C","2","2.25","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158769","Office of Personnel Management","9160670213.83","9160670213.83","8505993216.70","100942000000.00","3","44","44","410","D","C","2","2.26","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158771","Small Business Administration","99882369.46","99882369.46","110729823.30","1182000000.00","3","45","45","420","D","C","2","2.27","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158777","Social Security Administration","88651930608.95","88651930608.95","80309506405.86","1104614000000.00","3","46","46","423","D","C","2","2.28","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158779","Independent Agencies","3357664041.12","3357664041.12","2678410499.06","65509000000.00","3","47","47","440","D","C","2","2.29","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158785","Allowances","null","null","null","-7037000000.00","3","48","48","450","D","SL","2","2.30","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158792","Undistributed Offsetting Receipts:","null","null","null","null","3","49","49","460","S","SL","2","2.31","2019","1","2018","4","10","31"
"2018-10-31","35158792","35158799","Interest","1328644018.95","1328644018.95","3052008045.50","-146654000000.00","3","50","50","470","D","UORG","3","2.31.1","2019","1","2018","4","10","31"
"2018-10-31","35158792","35158801","Other","-23477043262.45","-23477043262.45","-21315026841.27","-104263000000.00","3","51","51","480","D","UORG","3","2.31.2","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158807","Total Outlays","353182669423.54","353182669423.54","298554668742.65","4509641000000.00","3","52","52","490","T","SLB","2","2.32","2019","1","2018","4","10","31"
"2018-10-31","35158807","35158814","(On-Budget)","279121696216.72","279121696216.72","229104096785.83","3599751000000.00","3","53","53","500","T","SLB","3","2.32.1","2019","1","2018","4","10","31"
"2018-10-31","35158807","35158822","(Off-Budget)","74060973206.82","74060973206.82","69450571956.82","909890000000.00","3","54","54","510","T","SLB","3","2.32.2","2019","1","2018","4","10","31"
"2018-10-31","35158684","35158829","Surplus (+) or Deficit (-)","-100491142544.73","-100491142544.73","-63214017966.95","-1085257000000.00","3","55","55","520","T","SLB","2","2.33","2019","1","2018","4","10","31"
"2018-10-31","35158829","35158836","(On-Budget)","-88207169337.91","-88207169337.91","-53796446010.13","-1086428000000.00","3","56","56","530","T","SLB","3","2.33.1","2019","1","2018","4","10","31"
"2018-10-31","35158829","35158838","(Off-Budget)","-12283973206.82","-12283973206.82","-9417571956.82","1171000000.00","3","57","57","540","T","SLB","3","2.33.2","2019","1","2018","4","10","31"
"2018-09-30","null","34693161","Budget Receipts","null","null","null","null","3","1","1","10","S","SLB","1","1","2018","4","2018","3","09","30"
"2018-09-30","34693161","34693164","Individual Income Taxes","161948519613.46","1683537216744.80","1587119168060.09","1685422000000.00","3","2","2","20","D","RSG","2","1.1","2018","4","2018","3","09","30"
"2018-09-30","34693161","34693168","Corporation Income Taxes","42181931676.12","204733303759.09","297047881064.55","204252000000.00","3","3","3","30","D","RSG","2","1.2","2018","4","2018","3","09","30"
"2018-09-30","34693161","34693170","Social Insurance and Retirement Receipts:","null","null","null","null","3","4","4","40","S","RSG","2","1.3","2018","4","2018","3","09","30"
"2018-09-30","34693170","34693174","Employment and General Retirement (Off-Budget)","74802580212.97","854746930859.75","850617680210.60","854552000000.00","3","5","5","50","D","SL","3","1.3.1","2018","4","2018","3","09","30"
"2018-09-30","34693170","34693179","Employment and General Retirement (On-Budget)","24440264847.81","266408042065.88","261278873364.41","266368000000.00","3","6","6","60","D","SL","3","1.3.2","2018","4","2018","3","09","30"
"2018-09-30","34693170","34693184","Unemployment Insurance","248190933.82","45041614844.75","45808340166.15","45213000000.00","3","7","7","70","D","RSG","3","1.3.3","2018","4","2018","3","09","30"
"2018-09-30","34693170","34693186","Other Retirement","431154927.29","4502824328.88","4190632295.93","4678000000.00","3","8","8","80","D","RSG","3","1.3.4","2018","4","2018","3","09","30"
"2018-09-30","34693161","34693190","Excise Taxes","16079013449.36","94988171025.65","83822381040.73","92039000000.00","3","9","9","90","D","RSG","2","1.4","2018","4","2018","3","09","30"
"2018-09-30","34693161","34693192","Estate and Gift Taxes","2289621708.62","22983076198.43","22767709579.77","22519000000.00","3","10","10","100","D","RSG","2","1.5","2018","4","2018","3","09","30"
"2018-09-30","34693161","34693196","Customs Duties","4572481490.03","41298963821.80","34575150111.34","38246000000.00","3","11","11","110","D","RSG","2","1.6","2018","4","2018","3","09","30"
"2018-09-30","34693161","34693198","Miscellaneous Receipts","16565585357.47","110505101069.17","127666088630.61","108635000000.00","3","12","12","120","D","RSG","2","1.7","2018","4","2018","3","09","30"
"2018-09-30","34693161","34693208","Total Receipts","343559344216.95","3328745244718.20","3314893904524.18","3321924000000.00","3","13","13","130","T","SLB","2","1.8","2018","4","2018","3","09","30"
"2018-09-30","34693208","34693213","(On-Budget)","268756764003.98","2473998313858.45","2464276224313.58","2467372000000.00","3","14","14","140","T","SLB","3","1.8.1","2018","4","2018","3","09","30"
"2018-09-30","34693208","34693218","(Off-Budget)","74802580212.97","854746930859.75","850617680210.60","854552000000.00","3","15","15","150","T","SLB","3","1.8.2","2018","4","2018","3","09","30"
"2018-09-30","null","34693223","Budget Outlays","null","null","null","null","3","16","16","160","S","SLB","1","2","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693228","Legislative Branch","367863044.10","4670385995.45","4498996562.70","5477000000.00","3","17","17","170","D","C","2","2.1","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693230","Judicial Branch","623617643.12","7779123449.93","7566439724.16","8370000000.00","3","18","18","180","D","C","2","2.2","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693234","Department of Agriculture","6437151090.75","136712683971.50","127563323219.45","140863000000.00","3","19","19","210","D","C","2","2.3","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693236","Department of Commerce","546131403.94","8561936060.74","10303767793.93","9373000000.00","3","20","20","220","D","C","2","2.4","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693240","Department of Defense--Military Programs","48986401145.11","600705648285.45","568905485716.00","592569000000.00","3","21","21","230","D","C","2","2.5","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693242","Department of Education","5417173104.74","63707443279.97","111701815878.31","63884000000.00","3","22","22","250","D","C","2","2.6","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693246","Department of Energy","2711712098.73","26480712546.88","25796029415.01","28443000000.00","3","23","23","260","D","C","2","2.7","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693248","Department of Health and Human Services","69965593790.68","1120499729943.91","1116763731201.06","1151628000000.00","3","24","24","275","D","C","2","2.8","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693252","Department of Homeland Security","4782085353.48","68373576684.10","50502109693.65","78117000000.00","3","25","25","280","D","C","2","2.9","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693254","Department of Housing and Urban Development","1140476046.30","54664857533.24","55623138273.30","55087000000.00","3","26","26","290","D","C","2","2.10","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693258","Department of the Interior","367186300.23","13210471442.10","12141331679.85","14405000000.00","3","27","27","300","D","C","2","2.11","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693260","Department of Justice","2137626009.81","34521173366.90","30977301045.02","37017000000.00","3","28","28","310","D","C","2","2.12","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693264","Department of Labor","2372705078.95","39637631078.79","40120153785.51","39027000000.00","3","29","29","320","D","C","2","2.13","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693266","Department of State","2829587926.87","26385032401.71","27060596461.94","28806000000.00","3","30","30","330","D","C","2","2.14","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693270","Department of Transportation","8286971604.34","78494450987.68","79439571380.27","79300000000.00","3","31","31","340","D","C","2","2.15","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693272","Department of the Treasury:","null","null","null","null","3","32","32","350","S","C","2","2.16","2018","4","2018","3","09","30"
"2018-09-30","34693272","34693276","Interest on Treasury Debt Securities (Gross)","28981353836.82","521553461024.26","456955259352.71","518174000000.00","3","33","33","360","D","P","3","2.16.1","2018","4","2018","3","09","30"
"2018-09-30","34693272","34693278","Other","-35181841074.33","107894158585.73","89444940079.77","105865000000.00","3","34","34","370","D","P","3","2.16.2","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693280","Department of Veterans Affairs","8225149208.88","178509015471.25","176049935207.74","178729000000.00","3","35","35","375","D","C","2","2.17","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693282","Corps of Engineers","349629849.96","5082095501.68","6453426761.26","7343000000.00","3","36","36","377","D","C","2","2.18","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693285","Other Defense Civil Programs","1088934566.94","55368131203.91","58694996893.91","56226000000.00","3","37","37","378","D","C","2","2.19","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693288","Environmental Protection Agency","665832479.35","8085324817.38","8087966410.95","8023000000.00","3","38","38","380","D","C","2","2.20","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693290","Executive Office of the President","31620687.46","381890861.08","410592941.94","422000000.00","3","39","39","385","D","C","2","2.21","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693292","General Services Administration","-303327938.61","-589691161.97","-663590691.01","-269000000.00","3","40","40","390","D","C","2","2.22","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693294","International Assistance Programs","2104883186.60","21632262532.72","18922248807.28","22660000000.00","3","41","41","395","D","C","2","2.23","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693296","National Aeronautics and Space Administration","1791653962.53","19753900774.07","18697727094.71","19796000000.00","3","42","42","400","D","C","2","2.24","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693298","National Science Foundation","656412518.33","7166340872.60","7215298102.66","7240000000.00","3","43","43","405","D","C","2","2.25","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693300","Office of Personnel Management","8556420240.24","98802409010.65","95460910811.86","99363000000.00","3","44","44","410","D","C","2","2.26","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693302","Small Business Administration","111425333.60","45661191.16","438891393.14","133000000.00","3","45","45","420","D","C","2","2.27","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693304","Social Security Administration","58637423903.29","1039901775137.36","1000812213069.02","1040486000000.00","3","46","46","423","D","C","2","2.28","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693306","Independent Agencies","-2090400372.25","7770325947.76","11659549634.72","18508000000.00","3","47","47","440","D","C","2","2.29","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693311","Undistributed Offsetting Receipts:","null","null","null","null","3","48","48","460","S","SL","2","2.30","2018","4","2018","3","09","30"
"2018-09-30","34693311","34693314","Interest","-266260128.03","-150150192155.50","-147058828719.44","-146575000000.00","3","49","49","470","D","UORG","3","2.30.1","2018","4","2018","3","09","30"
"2018-09-30","34693311","34693316","Other","-5887856565.30","-97870230058.18","-89825364019.86","-97464000000.00","3","50","50","480","D","UORG","3","2.30.2","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693318","Total Outlays","224443335336.63","4107741496584.31","3980719964961.52","4171026000000.00","3","51","51","490","T","SLB","2","2.31","2018","4","2018","3","09","30"
"2018-09-30","34693318","34693321","(On-Budget)","167660784430.21","3259169966944.50","3179518310830.57","3320421000000.00","3","52","52","500","T","SLB","3","2.31.1","2018","4","2018","3","09","30"
"2018-09-30","34693318","34693324","(Off-Budget)","56782550906.42","848571529639.81","801201654130.95","850605000000.00","3","53","53","510","T","SLB","3","2.31.2","2018","4","2018","3","09","30"
"2018-09-30","34693223","34693326","Surplus (+) or Deficit (-)","119116008880.32","-778996251866.11","-665826060437.34","-849102000000.00","3","54","54","520","T","SLB","2","2.32","2018","4","2018","3","09","30"
"2018-09-30","34693326","34693329","(On-Budget)","101095979573.77","-785171653086.05","-715242086516.99","-853049000000.00","3","55","55","530","T","SLB","3","2.32.1","2018","4","2018","3","09","30"
"2018-09-30","34693326","34693332","(Off-Budget)","18020029306.55","6175401219.94","49416026079.65","3947000000.00","3","56","56","540","T","SLB","3","2.32.2","2018","4","2018","3","09","30"
"2018-08-31","null","34261801","Budget Receipts","null","null","null","null","3","1","1","10","S","SLB","1","1","2018","4","2018","3","08","31"
"2018-08-31","34261801","34261807","Individual Income Taxes","106438672013.62","1521588697131.34","1421996546943.05","1685422000000.00","3","2","2","20","D","RSG","2","1.1","2018","4","2018","3","08","31"
"2018-08-31","34261801","34261813","Corporation Income Taxes","-3452978046.88","162551372082.97","233630948506.92","204252000000.00","3","3","3","30","D","RSG","2","1.2","2018","4","2018","3","08","31"
