dataset,data_table_name,field_name,display_name,description,data_type,is_required
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,sequence_level_nbr,Sequence Level Number,Sequence_level_nbr is an identifier used to represent hierarchies within data.,STRING,1
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,sequence_number_cd,Sequence Number Code,"A more detailed identifier used to represent hierarchies within data.  Similar to print_order_nbr, sequence_number_cd can be used to structure the data in a similar format to the Monthly Treasury Statement.",STRING,1
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,record_fiscal_year,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,YEAR,1
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,record_fiscal_quarter,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",QUARTER,1
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,record_calendar_year,Calendar Year,The calendar year associated with record_date.,YEAR,1
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,record_calendar_quarter,Calendar Quarter Number,The calendar quarter associated with record_date.,QUARTER,1
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,record_calendar_month,Calendar Month Number,The calendar month associated with record_date.,MONTH,1
Monthly Treasury Statement (MTS),Receipts and Outlays of the U.S. Government by Month,record_calendar_day,Calendar Day Number,The calendar day associated with record_date.,DAY,1
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,record_date,Record Date,The date that data was published.,DATE,1
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,parent_id,Parent ID,Identifies which record the classification_id belongs to in the hierarchy.,STRING,0
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,classification_id,Classification ID,Unique identifier for a particular data point. This ID changes each time the MTS is published. The value is never repeated or reused.,STRING,1
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,classification_desc,Classification Description,A more detailed description for the recorded data point.,STRING,1
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,current_month_rcpt_amt,Current Month Receipts Amount,Amount of receipts for the month to a fund that is designated as a trust fund.,CURRENCY,0
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,current_month_outly_amt,Current Month Outlays Amount,Amount of outlays for the month from a fund that is designated as a trust fund.,CURRENCY,0
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,current_month_excess_amt,Current Month Excess Amount,Difference between the receipts and outlays for a trust fund for the month.,CURRENCY,0
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,fytd_rcpt_amt,Fiscal Year to Date Receipts Amount,Fiscal year to date amount of receipts to a fund that is designated as a trust fund.,CURRENCY,0
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,fytd_outly_amt,Fiscal Year to Date Outlays Amount,Fiscal year to date amount of outlays from a fund that is designated as a trust fund.,CURRENCY,0
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,fytd_excess_amt,Fiscal Year to Date Excess Amount,Fiscal year to date difference between the receipts and outlays for a trust fund.,CURRENCY,0
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,begin_year_acct_bal_amt,Beginning Year Account Balance Amount,The opening balance for a trust fund for the fiscal year.,CURRENCY,0
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,begin_month_acct_bal_amt,Beginning Month Account Balance Amount,The opening balance for a trust fund for the current month.,CURRENCY,0
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,close_month_acct_bal_amt,Closing Month Account Balance Amount,The closing balance for a trust fund for the current month.,CURRENCY,0
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,table_nbr,Table Number,The corresponding table number in the Monthly Treasury Statement.,STRING,1
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,src_line_nbr,Source Line Number,Indicates the row of the corresponding table on the Monthly Treasury Statement where a data point can be found.  This can assist in structuring the data in a similar format to the Monthly Treasury Statement and in understanding potential hierarchies within the table.,NUMBER,1
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,print_order_nbr,Print Order Sequence Number,A sequence for recreating the table structure as seen on the Monthly Treasury Statement.,STRING,1
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,line_code_nbr,Line Code Number,"Similar to print_order_nbr, line_code_nbr is a sequence for recreating the table structure as seen on the Monthly Treasury Statement.",STRING,1
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,data_type_cd,Data Type Code,"Identifier for the specificity of the underlying data point. D = Detail Record, S = Sub-header, T = Total.",STRING,1
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,record_type_cd,Record Type Code,"Identifier for the type of data point recorded. PG = Program Group, PGD = Program Group - with an underline below, SL = Special Line, SLD = Special Line - line below (down), SLU = Special Line - Line above (up).",STRING,1
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,sequence_level_nbr,Sequence Level Number,Sequence_level_nbr is an identifier used to represent hierarchies within data.,STRING,1
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,sequence_number_cd,Sequence Number Code,"A more detailed identifier used to represent hierarchies within data.  Similar to print_order_nbr, sequence_number_cd can be used to structure the data in a similar format to the Monthly Treasury Statement.",STRING,1
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,record_fiscal_year,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,YEAR,1
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,record_fiscal_quarter,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",QUARTER,1
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,record_calendar_year,Calendar Year,The calendar year associated with record_date.,YEAR,1
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,record_calendar_quarter,Calendar Quarter Number,The calendar quarter associated with record_date.,QUARTER,1
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,record_calendar_month,Calendar Month Number,The calendar month associated with record_date.,MONTH,1
Monthly Treasury Statement (MTS),Trust Fund Impact on Budget Results and Investment Holdings,record_calendar_day,Calendar Day Number,The calendar day associated with record_date.,DAY,1
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",record_date,Record Date,The date that data was published.,DATE,1
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",parent_id,Parent ID,Identifies which record the classification_id belongs to in the hierarchy.,STRING,1
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",classification_id,Classification ID,Unique identifier for a particular data point. This ID changes each time the MTS is published. The value is never repeated or reused.,STRING,1
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",classification_desc,Classification Description,A more detailed description for the recorded data point.,STRING,1
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",current_month_rcpt_outly_amt,Current Month Receipt or Outlay Amount,Amount of receipts or outlays for the current month.,CURRENCY,0
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",current_fytd_rcpt_outly_amt,Current FYTD Receipt or Outlay Amount,Amount of receipts or outlays for the fiscal year to date.,CURRENCY,0
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",prior_fytd_rcpt_outly_amt,Prior FYTD Receipt or Outlay Amount,Amount of receipts or outlays for the prior fiscal year to date.,CURRENCY,0
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",table_nbr,Table Number,The corresponding table number in the Monthly Treasury Statement.,STRING,1
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",src_line_nbr,Source Line Number,Indicates the row of the corresponding table on the Monthly Treasury Statement where a data point can be found.  This can assist in structuring the data in a similar format to the Monthly Treasury Statement and in understanding potential hierarchies within the table.,NUMBER,1
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",print_order_nbr,Print Order Sequence Number,A sequence for recreating the table structure as seen on the Monthly Treasury Statement.,STRING,1
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",line_code_nbr,Line Code Number,"Similar to print_order_nbr, line_code_nbr is a sequence for recreating the table structure as seen on the Monthly Treasury Statement.",STRING,1
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",data_type_cd,Data Type Code,"Identifier for the specificity of the underlying data point. D = Detail Record, S = Sub-header, T = Total.",STRING,1
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",record_type_cd,Record Type Code,"Identifier for the type of data point recorded. F = Function, RSG = Receipt Source Group, SL = Special Line.",STRING,1
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",sequence_level_nbr,Sequence Level Number,Sequence_level_nbr is an identifier used to represent hierarchies within data.,STRING,1
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",sequence_number_cd,Sequence Number Code,"A more detailed identifier used to represent hierarchies within data.  Similar to print_order_nbr, sequence_number_cd can be used to structure the data in a similar format to the Monthly Treasury Statement.",STRING,1
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",record_fiscal_year,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,YEAR,1
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",record_fiscal_quarter,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",QUARTER,1
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",record_calendar_year,Calendar Year,The calendar year associated with record_date.,YEAR,1
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",record_calendar_quarter,Calendar Quarter Number,The calendar quarter associated with record_date.,QUARTER,1
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",record_calendar_month,Calendar Month Number,The calendar month associated with record_date.,MONTH,1
Monthly Treasury Statement (MTS),"Summary of Receipts by Source, and Outlays by Function of the U.S. Government",record_calendar_day,Calendar Day Number,The calendar day associated with record_date.,DAY,1
