CATEGORIES,,,,,,
cat_idx,cat_code,cat_desc,cat_indent,,,
116,27,0,1,1,1,2.2
116,9,0,1,1,0,6.7
116,28,0,1,1,1,6.7
116,10,0,1,1,0,3.3
116,29,0,1,1,1,3.3
116,11,0,1,1,0,4.1
116,30,0,1,1,1,4.1
116,12,0,1,1,0,2.8
116,31,0,1,1,1,2.8
116,13,0,1,1,0,41.7
116,32,0,1,1,1,41.7
116,14,0,1,1,0,0.7
116,33,0,1,1,1,0.7
116,15,0,1,1,0,3.7
116,34,0,1,1,1,3.7
116,16,0,1,1,0,3.2
116,35,0,1,1,1,3.2
116,17,0,1,1,0,3.9
116,36,0,1,1,1,3.9
116,18,0,1,1,0,2.8
116,37,0,1,1,1,2.8
116,19,0,1,1,0,1.6
116,38,0,1,1,1,1.6
116,1,0,2,1,0,1.1
116,20,0,2,1,1,1.1
116,2,0,2,1,0,5
116,21,0,2,1,1,5
116,3,0,2,1,0,1.1
116,22,0,2,1,1,1.1
116,4,0,2,1,0,5.5
116,23,0,2,1,1,5.5
116,5,0,2,1,0,3.7
116,24,0,2,1,1,3.7
116,6,0,2,1,0,3.8
116,25,0,2,1,1,3.8
116,7,0,2,1,0,2.7
116,26,0,2,1,1,2.7
116,8,0,2,1,0,3.7
116,27,0,2,1,1,3.7
116,9,0,2,1,0,6.7
116,28,0,2,1,1,6.7
116,11,0,2,1,0,4.2
116,30,0,2,1,1,4.2
116,12,0,2,1,0,6.8
116,31,0,2,1,1,6.8
116,13,0,2,1,0,0
116,32,0,2,1,1,0
116,14,0,2,1,0,0.4
116,33,0,2,1,1,0.4
116,19,0,2,1,0,1.6
116,38,0,2,1,1,1.6
116,1,0,3,1,0,1.3
116,20,0,3,1,1,1.3
116,2,0,3,1,0,3.4
116,21,0,3,1,1,3.4
116,3,0,3,1,0,1.4
116,22,0,3,1,1,1.4
116,5,0,3,1,0,2.6
116,24,0,3,1,1,2.6
116,6,0,3,1,0,7.8
116,25,0,3,1,1,7.8
116,7,0,3,1,0,2.9
116,26,0,3,1,1,2.9
116,8,0,3,1,0,2.5
116,27,0,3,1,1,2.5
116,10,0,3,1,0,3.3
116,29,0,3,1,1,3.3
116,11,0,3,1,0,5.9
116,30,0,3,1,1,5.9
116,12,0,3,1,0,2.9
116,31,0,3,1,1,2.9
116,14,0,3,1,0,5.1
116,33,0,3,1,1,5.1
116,15,0,3,1,0,3.7
116,34,0,3,1,1,3.7
116,16,0,3,1,0,3.2
116,35,0,3,1,1,3.2
116,17,0,3,1,0,4.1
116,36,0,3,1,1,4.1
116,18,0,3,1,0,2.8
116,37,0,3,1,1,2.8
116,1,4,0,1,1,2.5
116,2,4,0,1,1,0.9
116,3,4,0,1,1,3.2
116,4,4,0,1,1,3.3
116,5,4,0,1,1,4.1
116,6,4,0,1,1,2.6
116,7,4,0,1,1,-1
116,8,4,0,1,1,3.7
116,9,4,0,1,1,4.4
116,10,4,0,1,1,6
116,11,4,0,1,1,-3.8
116,12,4,0,1,1,6.2
116,13,4,0,1,1,1.3
116,14,4,0,1,1,6.6
116,15,4,0,1,1,2.3
116,16,4,0,1,1,-3.7
116,17,4,0,1,1,2.3
116,18,4,0,1,1,9.9
116,19,4,0,1,1,5.4
116,1,5,0,1,1,2.3
116,2,5,0,1,1,0.8
116,3,5,0,1,1,3.7
116,4,5,0,1,1,2.4
116,5,5,0,1,1,3.7
116,6,5,0,1,1,1.8
116,7,5,0,1,1,0.2
116,8,5,0,1,1,-0.9
116,9,5,0,1,1,3.6
116,11,5,0,1,1,-1.8
116,12,5,0,1,1,4.2
116,13,5,0,1,1,1.6
116,14,5,0,1,1,7.7
116,19,5,0,1,1,5.1
116,1,6,0,1,1,2.8
116,2,6,0,1,1,1.5
116,3,6,0,1,1,2.8
116,5,6,0,1,1,4.7
116,6,6,0,1,1,11.2
116,7,6,0,1,1,-4
116,8,6,0,1,1,4.7
116,10,6,0,1,1,6.4
116,11,6,0,1,1,-5.3
116,12,6,0,1,1,6.9
116,14,6,0,1,1,-0.2
116,15,6,0,1,1,2.3
116,16,6,0,1,1,-4
116,17,6,0,1,1,2.7
116,18,6,0,1,1,8.6
116,1,0,4,1,0,1.3
116,2,0,4,1,0,2.7
116,3,0,4,1,0,1.3
116,4,0,4,1,0,3.2
116,5,0,4,1,0,1.8
116,6,0,4,1,0,2.3
116,7,0,4,1,0,1.4
116,8,0,4,1,0,2.5
116,9,0,4,1,0,5.7
116,10,0,4,1,0,3
116,11,0,4,1,0,3.4
116,12,0,4,1,0,2.3
116,13,0,4,1,0,25.7
116,14,0,4,1,0,0.5
116,15,0,4,1,0,5.4
116,16,0,4,1,0,3.4
116,17,0,4,1,0,4.3
116,18,0,4,1,0,2.8
116,19,0,4,1,0,1
116,1,0,5,1,0,0.8
116,2,0,5,1,0,0.8
116,3,0,5,1,0,0.8
116,4,0,5,1,0,3.4
116,5,0,5,1,0,2.5
116,6,0,5,1,0,2.4
116,7,0,5,1,0,1.7
116,8,0,5,1,0,2.4
116,9,0,5,1,0,5.8
116,11,0,5,1,0,1.9
116,12,0,5,1,0,4.1
116,13,0,5,1,0,0
116,14,0,5,1,0,0.3
116,19,0,5,1,0,1.1
116,1,0,6,1,0,1.9
116,2,0,6,1,0,2.7
116,3,0,6,1,0,2
116,5,0,6,1,0,2.2
116,6,0,6,1,0,7.1
116,7,0,6,1,0,1.9
116,8,0,6,1,0,3
116,10,0,6,1,0,3
116,11,0,6,1,0,5.5
116,12,0,6,1,0,2.5
116,14,0,6,1,0,3.9
116,15,0,6,1,0,5.4
116,16,0,6,1,0,3.5
116,17,0,6,1,0,4.6
116,18,0,6,1,0,2.9
117,1,1,0,1,0,76121
117,2,1,0,1,0,24072
117,3,1,0,1,0,52050
117,4,1,0,1,0,786
117,5,1,0,1,0,3407
117,6,1,0,1,0,4023
117,7,1,0,1,0,3686
117,8,1,0,1,0,8069
117,9,1,0,1,0,382
117,10,1,0,1,0,1017
117,11,1,0,1,0,1463
117,12,1,0,1,0,3223
117,13,1,0,1,0,1624
117,14,1,0,1,0,6702
117,15,1,0,1,0,9466
117,16,1,0,1,0,2058
117,17,1,0,1,0,1280
117,18,1,0,1,0,760
117,19,1,0,1,0,4105
117,1,2,0,1,0,47131
117,2,2,0,1,0,23276
117,3,2,0,1,0,23855
117,4,2,0,1,0,707
117,5,2,0,1,0,2140
117,6,2,0,1,0,3639
117,7,2,0,1,0,2642
117,8,2,0,1,0,1234
117,9,2,0,1,0,379
117,11,2,0,1,0,643
117,12,2,0,1,0,907
117,13,2,0,1,0,1598
117,14,2,0,1,0,5822
117,19,2,0,1,0,4005
117,1,3,0,1,0,28990
117,2,3,0,1,0,795
117,3,3,0,1,0,28195
117,5,3,0,1,0,1267
117,6,3,0,1,0,384
117,7,3,0,1,0,1044
117,8,3,0,1,0,6836
117,10,3,0,1,0,1000
117,11,3,0,1,0,820
117,12,3,0,1,0,2316
117,14,3,0,1,0,879
117,15,3,0,1,0,9466
117,16,3,0,1,0,2016
117,17,3,0,1,0,1211
117,18,3,0,1,0,749
117,20,1,0,1,1,813660
117,21,1,0,1,1,258293
117,22,1,0,1,1,555368
117,23,1,0,1,1,9298
117,24,1,0,1,1,37208
117,25,1,0,1,1,43565
117,26,1,0,1,1,40879
117,27,1,0,1,1,88500
117,28,1,0,1,1,4235
117,29,1,0,1,1,10486
117,30,1,0,1,1,15570
117,31,1,0,1,1,34180
117,32,1,0,1,1,18236
117,33,1,0,1,1,81291
117,34,1,0,1,1,82186
117,35,1,0,1,1,22094
117,36,1,0,1,1,14268
117,37,1,0,1,1,7073
117,38,1,0,1,1,46301
117,20,2,0,1,1,524124
117,21,2,0,1,1,250152
117,22,2,0,1,1,273972
117,23,2,0,1,1,8347
117,24,2,0,1,1,24199
117,25,2,0,1,1,39831
117,26,2,0,1,1,29848
117,27,2,0,1,1,14618
117,28,2,0,1,1,4199
117,30,2,0,1,1,7124
117,31,2,0,1,1,9799
117,32,2,0,1,1,17930
117,33,2,0,1,1,71496
117,38,2,0,1,1,45106
117,20,3,0,1,1,289537
117,21,3,0,1,1,8141
117,22,3,0,1,1,281396
117,24,3,0,1,1,13008
117,25,3,0,1,1,3734
117,26,3,0,1,1,11030
117,27,3,0,1,1,73882
117,29,3,0,1,1,10288
117,30,3,0,1,1,8445
117,31,3,0,1,1,24381
117,33,3,0,1,1,9795
117,34,3,0,1,1,82178
117,35,3,0,1,1,21641
117,36,3,0,1,1,13576
117,37,3,0,1,1,6949
117,1,0,1,1,0,0.9
117,20,0,1,1,1,0.9
117,2,0,1,1,0,3.4
117,21,0,1,1,1,3.4
117,3,0,1,1,0,1
117,22,0,1,1,1,1
117,4,0,1,1,0,5.3
117,23,0,1,1,1,5.3
117,5,0,1,1,0,2.5
117,24,0,1,1,1,2.5
117,6,0,1,1,0,3.6
117,25,0,1,1,1,3.6
117,7,0,1,1,0,2.1
117,26,0,1,1,1,2.1
117,8,0,1,1,0,2.2
117,27,0,1,1,1,2.2
117,9,0,1,1,0,6.7
117,28,0,1,1,1,6.7
117,10,0,1,1,0,3.3
117,29,0,1,1,1,3.3
117,11,0,1,1,0,4.1
117,30,0,1,1,1,4.1
117,12,0,1,1,0,2.7
117,31,0,1,1,1,2.7
117,13,0,1,1,0,40.6
117,32,0,1,1,1,40.6
117,14,0,1,1,0,0.7
117,33,0,1,1,1,0.7
117,15,0,1,1,0,3.7
117,34,0,1,1,1,3.7
117,16,0,1,1,0,3.3
117,35,0,1,1,1,3.3
117,17,0,1,1,0,3.9
117,36,0,1,1,1,3.9
117,18,0,1,1,0,2.8
117,37,0,1,1,1,2.8
117,19,0,1,1,0,1.7
117,38,0,1,1,1,1.7
117,1,0,2,1,0,1.1
117,20,0,2,1,1,1.1
117,2,0,2,1,0,5
117,21,0,2,1,1,5
117,3,0,2,1,0,1.1
117,22,0,2,1,1,1.1
117,4,0,2,1,0,5.5
117,23,0,2,1,1,5.5
117,5,0,2,1,0,3.9
117,24,0,2,1,1,3.9
117,6,0,2,1,0,3.9
117,25,0,2,1,1,3.9
117,7,0,2,1,0,2.7
117,26,0,2,1,1,2.7
117,8,0,2,1,0,3.7
117,27,0,2,1,1,3.7
117,9,0,2,1,0,6.8
117,28,0,2,1,1,6.8
117,11,0,2,1,0,4.2
117,30,0,2,1,1,4.2
117,12,0,2,1,0,6.6
117,31,0,2,1,1,6.6
117,13,0,2,1,0,0
117,32,0,2,1,1,0
117,14,0,2,1,0,0.4
117,33,0,2,1,1,0.4
117,19,0,2,1,0,1.7
117,38,0,2,1,1,1.7
117,1,0,3,1,0,1.3
117,20,0,3,1,1,1.3
117,2,0,3,1,0,3.4
117,21,0,3,1,1,3.4
117,3,0,3,1,0,1.4
117,22,0,3,1,1,1.4
117,5,0,3,1,0,2.6
117,24,0,3,1,1,2.6
117,6,0,3,1,0,8.1
117,25,0,3,1,1,8.1
117,7,0,3,1,0,2.9
117,26,0,3,1,1,2.9
117,8,0,3,1,0,2.5
117,27,0,3,1,1,2.5
117,10,0,3,1,0,3.3
117,29,0,3,1,1,3.3
117,11,0,3,1,0,5.8
117,30,0,3,1,1,5.8
117,12,0,3,1,0,2.8
117,31,0,3,1,1,2.8
117,14,0,3,1,0,5
117,33,0,3,1,1,5
117,15,0,3,1,0,3.7
117,34,0,3,1,1,3.7
117,16,0,3,1,0,3.3
117,35,0,3,1,1,3.3
117,17,0,3,1,0,4.1
117,36,0,3,1,1,4.1
117,18,0,3,1,0,2.8
117,37,0,3,1,1,2.8
117,1,4,0,1,1,0.2
117,2,4,0,1,1,-0.6
117,3,4,0,1,1,0.6
117,4,4,0,1,1,3
117,5,4,0,1,1,1.8
117,6,4,0,1,1,-5.8
117,7,4,0,1,1,0
117,8,4,0,1,1,1.9
117,9,4,0,1,1,-5
117,10,4,0,1,1,-5.5
117,11,4,0,1,1,0.7
117,12,4,0,1,1,-4.4
117,13,4,0,1,1,0.9
117,14,4,0,1,1,0.3
117,15,4,0,1,1,5.4
117,16,4,0,1,1,0.4
117,17,4,0,1,1,-3.3
117,18,4,0,1,1,-12.2
117,19,4,0,1,1,5.8
117,1,5,0,1,1,0
117,2,5,0,1,1,-0.7
117,3,5,0,1,1,0.6
117,4,5,0,1,1,2.6
117,5,5,0,1,1,-1.2
117,6,5,0,1,1,-5.3
117,7,5,0,1,1,1.5
117,8,5,0,1,1,0.6
117,9,5,0,1,1,-4.6
117,11,5,0,1,1,5.3
117,12,5,0,1,1,0.5
117,13,5,0,1,1,0
117,14,5,0,1,1,1.5
117,19,5,0,1,1,5.1
117,1,6,0,1,1,0.6
117,2,6,0,1,1,0.7
117,3,6,0,1,1,0.6
117,5,6,0,1,1,7.9
117,6,6,0,1,1,-11.1
117,7,6,0,1,1,-3.7
117,8,6,0,1,1,2.2
117,10,6,0,1,1,-5.2
117,11,6,0,1,1,-2.9
117,12,6,0,1,1,-6.2
117,14,6,0,1,1,-7.7
117,15,6,0,1,1,5.4
117,16,6,0,1,1,0.6
117,17,6,0,1,1,-4
117,18,6,0,1,1,-11.7
117,1,0,4,1,0,1.1
117,2,0,4,1,0,2.2
117,3,0,4,1,0,1.1
117,4,0,4,1,0,2.7
117,5,0,4,1,0,1.9
117,6,0,4,1,0,1.8
117,7,0,4,1,0,1.3
117,8,0,4,1,0,2
117,9,0,4,1,0,4.2
117,10,0,4,1,0,3.1
117,11,0,4,1,0,2
117,12,0,4,1,0,1.6
117,13,0,4,1,0,107
117,14,0,4,1,0,0.6
117,15,0,4,1,0,4
117,16,0,4,1,0,3.5
117,17,0,4,1,0,3.5
117,18,0,4,1,0,2.1
117,19,0,4,1,0,1.8
117,1,0,5,1,0,0.7
117,2,0,5,1,0,0.8
117,3,0,5,1,0,0.7
117,4,0,5,1,0,2.9
117,5,0,5,1,0,2.6
117,6,0,5,1,0,2
117,7,0,5,1,0,1.6
117,8,0,5,1,0,2.1
117,9,0,5,1,0,4.2
117,11,0,5,1,0,2
117,12,0,5,1,0,3.6
117,13,0,5,1,0,0
117,14,0,5,1,0,0.4
117,19,0,5,1,0,1.8
117,1,0,6,1,0,1.6
117,2,0,6,1,0,2.2
117,3,0,6,1,0,1.6
117,5,0,6,1,0,2.3
117,6,0,6,1,0,4.2
117,7,0,6,1,0,1.7
117,8,0,6,1,0,2.2
117,10,0,6,1,0,3.1
117,11,0,6,1,0,3
117,12,0,6,1,0,1.7
117,14,0,6,1,0,5
117,15,0,6,1,0,4
117,16,0,6,1,0,3.5
117,17,0,6,1,0,3.5
117,18,0,6,1,0,2.1
118,1,1,0,1,0,74042
118,2,1,0,1,0,24482
118,3,1,0,1,0,49560
118,4,1,0,1,0,777
118,5,1,0,1,0,3101
118,6,1,0,1,0,3797
118,7,1,0,1,0,3340
118,8,1,0,1,0,7218
118,9,1,0,1,0,359
118,10,1,0,1,0,853
118,11,1,0,1,0,1370
118,12,1,0,1,0,3039
118,13,1,0,1,0,1616
118,14,1,0,1,0,7521
118,15,1,0,1,0,8591
118,16,1,0,1,0,2078
118,17,1,0,1,0,1374
118,18,1,0,1,0,588
118,19,1,0,1,0,3939
118,1,2,0,1,0,48085
118,2,2,0,1,0,23846
118,3,2,0,1,0,24239
118,4,2,0,1,0,710
118,5,2,0,1,0,2132
118,6,2,0,1,0,3508
118,7,2,0,1,0,2530
118,8,2,0,1,0,1195
118,9,2,0,1,0,356
118,11,2,0,1,0,590
118,12,2,0,1,0,897
118,13,2,0,1,0,1595
118,14,2,0,1,0,6710
118,19,2,0,1,0,3880
118,1,3,0,1,0,25957
118,2,3,0,1,0,636
118,3,3,0,1,0,25321
118,5,3,0,1,0,969
118,6,3,0,1,0,290
118,7,3,0,1,0,810
118,8,3,0,1,0,6023
118,10,3,0,1,0,835
118,11,3,0,1,0,780
118,12,3,0,1,0,2143
118,14,3,0,1,0,811
118,15,3,0,1,0,8590
118,16,3,0,1,0,2034
118,17,3,0,1,0,1308
118,18,3,0,1,0,578
118,20,1,0,1,1,808378
118,21,1,0,1,1,260305
118,22,1,0,1,1,548072
118,23,1,0,1,1,9177
118,24,1,0,1,1,35668
118,25,1,0,1,1,42763
118,26,1,0,1,1,39170
118,27,1,0,1,1,87033
118,28,1,0,1,1,3976
118,29,1,0,1,1,10147
118,30,1,0,1,1,15398
118,31,1,0,1,1,33280
118,32,1,0,1,1,18520
118,33,1,0,1,1,80727
118,34,1,0,1,1,82777
118,35,1,0,1,1,22076
118,36,1,0,1,1,14786
118,37,1,0,1,1,7221
118,38,1,0,1,1,45354
118,20,2,0,1,1,523803
118,21,2,0,1,1,252821
118,22,2,0,1,1,270982
118,23,2,0,1,1,8371
118,24,2,0,1,1,23829
118,25,2,0,1,1,39185
118,26,2,0,1,1,29181
118,27,2,0,1,1,14611
118,28,2,0,1,1,3935
118,30,2,0,1,1,6804
118,31,2,0,1,1,9575
118,32,2,0,1,1,18271
118,33,2,0,1,1,71097
118,38,2,0,1,1,44638
118,20,3,0,1,1,284575
118,21,3,0,1,1,7485
118,22,3,0,1,1,277090
118,24,3,0,1,1,11839
118,25,3,0,1,1,3578
118,26,3,0,1,1,9989
118,27,3,0,1,1,72422
118,29,3,0,1,1,9949
118,30,3,0,1,1,8594
118,31,3,0,1,1,23705
118,33,3,0,1,1,9630
118,34,3,0,1,1,82767
118,35,3,0,1,1,21587
118,36,3,0,1,1,14121
118,37,3,0,1,1,7096
118,1,0,1,1,0,1
118,20,0,1,1,1,1
118,2,0,1,1,0,3.4
118,21,0,1,1,1,3.4
118,3,0,1,1,0,1
118,22,0,1,1,1,1
118,4,0,1,1,0,5.1
118,23,0,1,1,1,5.1
118,5,0,1,1,0,2.6
118,24,0,1,1,1,2.6
118,6,0,1,1,0,3.5
118,25,0,1,1,1,3.5
118,7,0,1,1,0,2
118,26,0,1,1,1,2
118,8,0,1,1,0,2.2
118,27,0,1,1,1,2.2
118,9,0,1,1,0,6.8
118,28,0,1,1,1,6.8
118,10,0,1,1,0,3.3
118,29,0,1,1,1,3.3
118,11,0,1,1,0,4
118,30,0,1,1,1,4
118,12,0,1,1,0,2.6
118,31,0,1,1,1,2.6
118,13,0,1,1,0,35.8
118,32,0,1,1,1,35.8
118,14,0,1,1,0,0.6
118,33,0,1,1,1,0.6
118,15,0,1,1,0,3.7
118,34,0,1,1,1,3.7
118,16,0,1,1,0,3.3
118,35,0,1,1,1,3.3
118,17,0,1,1,0,3.9
118,36,0,1,1,1,3.9
118,18,0,1,1,0,2.7
118,37,0,1,1,1,2.7
118,19,0,1,1,0,1.7
118,38,0,1,1,1,1.7
118,1,0,2,1,0,1.1
118,20,0,2,1,1,1.1
118,2,0,2,1,0,5
118,21,0,2,1,1,5
118,3,0,2,1,0,1.1
118,22,0,2,1,1,1.1
118,4,0,2,1,0,5.4
118,23,0,2,1,1,5.4
118,5,0,2,1,0,4
118,24,0,2,1,1,4
118,6,0,2,1,0,3.9
118,25,0,2,1,1,3.9
118,7,0,2,1,0,2.6
118,26,0,2,1,1,2.6
118,8,0,2,1,0,3.6
118,27,0,2,1,1,3.6
118,9,0,2,1,0,6.8
118,28,0,2,1,1,6.8
118,11,0,2,1,0,4.1
118,30,0,2,1,1,4.1
118,12,0,2,1,0,6.5
118,31,0,2,1,1,6.5
118,13,0,2,1,0,0
118,32,0,2,1,1,0
118,14,0,2,1,0,0.4
118,33,0,2,1,1,0.4
118,19,0,2,1,0,1.8
118,38,0,2,1,1,1.8
118,1,0,3,1,0,1.3
118,20,0,3,1,1,1.3
118,2,0,3,1,0,3.4
118,21,0,3,1,1,3.4
118,3,0,3,1,0,1.4
118,22,0,3,1,1,1.4
118,5,0,3,1,0,2.7
118,24,0,3,1,1,2.7
118,6,0,3,1,0,7.9
118,25,0,3,1,1,7.9
118,7,0,3,1,0,2.8
118,26,0,3,1,1,2.8
118,8,0,3,1,0,2.5
118,27,0,3,1,1,2.5
118,10,0,3,1,0,3.4
118,29,0,3,1,1,3.4
118,11,0,3,1,0,5.7
118,30,0,3,1,1,5.7
118,12,0,3,1,0,2.8
118,31,0,3,1,1,2.8
118,14,0,3,1,0,4.4
118,33,0,3,1,1,4.4
118,15,0,3,1,0,3.7
118,34,0,3,1,1,3.7
118,16,0,3,1,0,3.4
118,35,0,3,1,1,3.4
118,17,0,3,1,0,4.1
118,36,0,3,1,1,4.1
118,18,0,3,1,0,2.7
118,37,0,3,1,1,2.7
118,1,4,0,1,1,-0.6
118,2,4,0,1,1,0.8
118,3,4,0,1,1,-1.3
118,4,4,0,1,1,-1.3
118,5,4,0,1,1,-4.1
118,6,4,0,1,1,-1.8
118,7,4,0,1,1,-4.2
118,8,4,0,1,1,-1.7
118,9,4,0,1,1,-6.1
118,10,4,0,1,1,-3.2
118,11,4,0,1,1,-1.1
118,12,4,0,1,1,-2.6
118,13,4,0,1,1,1.6
118,14,4,0,1,1,-0.7
118,15,4,0,1,1,0.7
118,16,4,0,1,1,-0.1
118,17,4,0,1,1,3.6
118,18,4,0,1,1,2.1
118,19,4,0,1,1,-2
118,1,5,0,1,1,-0.1
118,2,5,0,1,1,1.1
118,3,5,0,1,1,-1.1
118,4,5,0,1,1,0.3
118,5,5,0,1,1,-1.5
118,6,5,0,1,1,-1.6
118,7,5,0,1,1,-2.2
118,8,5,0,1,1,0
118,9,5,0,1,1,-6.3
118,11,5,0,1,1,-4.5
118,12,5,0,1,1,-2.3
118,13,5,0,1,1,1.9
118,14,5,0,1,1,-0.6
118,19,5,0,1,1,-1
118,1,6,0,1,1,-1.7
118,2,6,0,1,1,-8.1
118,3,6,0,1,1,-1.5
118,5,6,0,1,1,-9
118,6,6,0,1,1,-4.2
118,7,6,0,1,1,-9.4
118,8,6,0,1,1,-2
118,10,6,0,1,1,-3.3
118,11,6,0,1,1,1.8
118,12,6,0,1,1,-2.8
118,14,6,0,1,1,-1.7
118,15,6,0,1,1,0.7
118,16,6,0,1,1,-0.2
118,17,6,0,1,1,4
118,18,6,0,1,1,2.1
118,1,0,4,1,0,1
118,2,0,4,1,0,2.5
118,3,0,4,1,0,1
118,4,0,4,1,0,1.7
118,5,0,4,1,0,1.7
118,6,0,4,1,0,2.3
118,7,0,4,1,0,1.3
118,8,0,4,1,0,2.4
118,9,0,4,1,0,5.1
118,10,0,4,1,0,2.5
118,11,0,4,1,0,2.5
118,12,0,4,1,0,2
118,13,0,4,1,0,27.2
118,14,0,4,1,0,0.4
118,15,0,4,1,0,3.5
118,16,0,4,1,0,3.2
118,17,0,4,1,0,3.5
118,18,0,4,1,0,3.3
118,19,0,4,1,0,1.4
118,1,0,5,1,0,0.7
118,2,0,5,1,0,0.8
118,3,0,5,1,0,0.7
118,4,0,5,1,0,1.8
118,5,0,5,1,0,2.4
118,6,0,5,1,0,2.5
118,7,0,5,1,0,1.6
118,8,0,5,1,0,2.4
118,9,0,5,1,0,5.2
118,11,0,5,1,0,2.4
118,12,0,5,1,0,2.6
118,13,0,5,1,0,0
118,14,0,5,1,0,0.3
118,19,0,5,1,0,1.5
118,1,0,6,1,0,1.5
118,2,0,6,1,0,2.5
118,3,0,6,1,0,1.5
118,5,0,6,1,0,2.1
118,6,0,6,1,0,3.8
118,7,0,6,1,0,1.9
118,8,0,6,1,0,2.7
118,10,0,6,1,0,2.5
118,11,0,6,1,0,3.7
118,12,0,6,1,0,2.2
118,14,0,6,1,0,3.4
118,15,0,6,1,0,3.5
118,16,0,6,1,0,3.3
118,17,0,6,1,0,3.6
118,18,0,6,1,0,3.4
119,1,1,0,1,0,68444
119,2,1,0,1,0,20609
119,3,1,0,1,0,47835
119,4,1,0,1,0,829
119,5,1,0,1,0,3193
119,6,1,0,1,0,3687
119,7,1,0,1,0,3416
119,8,1,0,1,0,6685
119,9,1,0,1,0,338
119,10,1,0,1,0,908
119,11,1,0,1,0,1361
119,12,1,0,1,0,2919
119,13,1,0,1,0,1586
119,14,1,0,1,0,7899
119,15,1,0,1,0,7412
119,16,1,0,1,0,1968
119,17,1,0,1,0,1216
119,18,1,0,1,0,562
119,19,1,0,1,0,3856
119,1,2,0,1,0,44430
119,2,2,0,1,0,20017
119,3,2,0,1,0,24413
119,4,2,0,1,0,764
119,5,2,0,1,0,2177
119,6,2,0,1,0,3391
119,7,2,0,1,0,2547
119,8,2,0,1,0,1200
119,9,2,0,1,0,336
119,11,2,0,1,0,581
119,12,2,0,1,0,905
119,13,2,0,1,0,1568
119,14,2,0,1,0,7024
119,19,2,0,1,0,3777
119,1,3,0,1,0,24014
119,2,3,0,1,0,593
119,3,3,0,1,0,23422
119,5,3,0,1,0,1015
119,6,3,0,1,0,296
119,7,3,0,1,0,869
119,8,3,0,1,0,5486
119,10,3,0,1,0,891
119,11,3,0,1,0,780
119,12,3,0,1,0,2014
119,14,3,0,1,0,875
119,15,3,0,1,0,7410
119,16,3,0,1,0,1913
119,17,3,0,1,0,1158
119,18,3,0,1,0,552
119,20,1,0,1,1,812050
119,21,1,0,1,1,254401
119,22,1,0,1,1,557649
119,23,1,0,1,1,9632
119,24,1,0,1,1,38058
119,25,1,0,1,1,43712
119,26,1,0,1,1,40288
119,27,1,0,1,1,86195
119,28,1,0,1,1,3896
119,29,1,0,1,1,10565
119,30,1,0,1,1,16017
119,31,1,0,1,1,33402
119,32,1,0,1,1,17742
119,33,1,0,1,1,83837
119,34,1,0,1,1,85067
119,35,1,0,1,1,22762
119,36,1,0,1,1,14202
119,37,1,0,1,1,6493
119,38,1,0,1,1,45782
119,20,2,0,1,1,525055
119,21,2,0,1,1,247279
119,22,2,0,1,1,277776
119,23,2,0,1,1,8856
119,24,2,0,1,1,25790
119,25,2,0,1,1,40295
119,26,2,0,1,1,29705
119,27,2,0,1,1,15344
119,28,2,0,1,1,3877
119,30,2,0,1,1,6868
119,31,2,0,1,1,9968
119,32,2,0,1,1,17530
119,33,2,0,1,1,73055
119,38,2,0,1,1,44834
119,20,3,0,1,1,286995
119,21,3,0,1,1,7123
119,22,3,0,1,1,279873
119,24,3,0,1,1,12268
119,25,3,0,1,1,3417
119,26,3,0,1,1,10583
119,27,3,0,1,1,70851
119,29,3,0,1,1,10359
119,30,3,0,1,1,9149
119,31,3,0,1,1,23434
119,33,3,0,1,1,10782
119,34,3,0,1,1,85049
119,35,3,0,1,1,22127
119,36,3,0,1,1,13519
119,37,3,0,1,1,6381
119,1,0,1,1,0,1
119,20,0,1,1,1,1
119,2,0,1,1,0,3.5
119,21,0,1,1,1,3.5
119,3,0,1,1,0,1
119,22,0,1,1,1,1
119,4,0,1,1,0,5
119,23,0,1,1,1,5
119,5,0,1,1,0,2.7
119,24,0,1,1,1,2.7
119,6,0,1,1,0,3.5
119,25,0,1,1,1,3.5
119,7,0,1,1,0,2
119,26,0,1,1,1,2
119,8,0,1,1,0,2.3
119,27,0,1,1,1,2.3
119,9,0,1,1,0,6.8
119,28,0,1,1,1,6.8
119,10,0,1,1,0,3.4
119,29,0,1,1,1,3.4
119,11,0,1,1,0,3.8
119,30,0,1,1,1,3.8
119,12,0,1,1,0,2.6
119,31,0,1,1,1,2.6
119,13,0,1,1,0,33.8
119,32,0,1,1,1,33.8
119,14,0,1,1,0,0.6
119,33,0,1,1,1,0.6
119,15,0,1,1,0,3.7
119,34,0,1,1,1,3.7
119,16,0,1,1,0,3.4
119,35,0,1,1,1,3.4
119,17,0,1,1,0,3.9
119,36,0,1,1,1,3.9
119,18,0,1,1,0,2.9
119,37,0,1,1,1,2.9
119,19,0,1,1,0,1.8
119,38,0,1,1,1,1.8
119,1,0,2,1,0,1.1
119,20,0,2,1,1,1.1
119,2,0,2,1,0,5
119,21,0,2,1,1,5
119,3,0,2,1,0,1.1
119,22,0,2,1,1,1.1
119,4,0,2,1,0,5.2
119,23,0,2,1,1,5.2
119,5,0,2,1,0,4.2
119,24,0,2,1,1,4.2
119,6,0,2,1,0,3.9
