index,Index,Label,unit,start,last,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CWURA212SEHF     ,CWURA212SEHF     ,"Energy services in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,21.7,21.3,21.1,20.8,20.7,20.7,20.7,20.7,20.7,20.6,20.3,19.9,20.4,21.7,23.0,21.0,21.0,21.0,21.4,21.6,21.4,21.1,21.2,21.6,22.6,22.6,22.6,22.6,22.7,22.7,22.4,22.2,22.2,22.2,23.6,25.8,26.3,28.6,30.0,31.5,37.6,43.5,48.1,51.3,56.2,66.6,79.8,93.6,103.1,103.3,103.0,99.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SEHF01   ,CWURA212SEHF01   ,"Electricity in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4,40.9,42.7,47.5,52.0,54.7,57.9,62.8,70.8,82.5,96.3,102.2,101.5,101.3,99.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SEHF02   ,CWURA212SEHF02   ,"Utility (piped) gas service in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2,23.3,24.3,30.6,36.9,42.3,44.8,49.9,62.5,77.2,90.9,104.0,105.1,104.8,100.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SETB     ,CWURA212SETB     ,"Motor fuel in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6,68.1,94.3,105.0,102.1,99.0,98.9,99.1,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SETB01   ,CWURA212SETB01   ,"Gasoline (all types) in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7,68.2,94.4,105.1,102.2,99.1,98.8,98.9,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SS47014  ,CWURA212SS47014  ,"Gasoline, unleaded regular in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,48.0,50.1,68.9,95.1,105.6,102.4,99.0,98.5,98.7,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA212SS47016  ,CWURA212SS47016  ,"Gasoline, unleaded premium in Milwaukee-Racine, WI, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1981-M08,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,100.2,100.7,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213AA0      ,CWURA213AA0      ,"All items - old base in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1967=100,1917-M12,1986-M13,,,,45.0,52.2,59.8,51.2,48.1,49.2,49.6,52.1,53.0,52.0,51.6,52.2,51.6,46.6,41.1,39.6,41.1,42.5,42.9,44.3,43.2,42.3,42.6,45.0,50.1,53.0,54.0,55.2,59.6,69.3,74.6,73.3,74.0,79.7,81.4,82.6,82.6,82.3,84.0,86.6,88.5,89.2,90.0,90.4,91.3,92.2,93.7,94.4,97.2,100.0,104.8,109.8,115.7,120.7,124.7,132.1,146.3,160.3,170.1,182.2,199.4,225.4,255.7,274.2,296.1,309.9,315.9,323.2,325.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SA0      ,CWURA213SA0      ,"All items in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1917-M12,1986-M13,,,,14.6,17.0,19.5,16.7,15.7,16.0,16.1,17.0,17.2,16.9,16.8,17.0,16.8,15.2,13.4,12.9,13.4,13.8,14.0,14.4,14.1,13.8,13.9,14.6,16.3,17.2,17.6,18.0,19.4,22.6,24.3,23.9,24.1,25.9,26.5,26.9,26.9,26.8,27.3,28.2,28.8,29.0,29.3,29.4,29.7,30.0,30.5,30.7,31.6,32.5,34.1,35.7,37.6,39.3,40.6,43.0,47.6,52.2,55.4,59.3,64.9,73.3,83.2,89.2,96.4,100.8,102.8,105.2,105.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SA0E     ,CWURA213SA0E     ,"Energy in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1978-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9,82.0,92.3,98.4,101.4,100.1,100.1,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SA0L1E   ,CWURA213SA0L1E   ,"All items less food and energy in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1982-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9,101.2,103.0,106.3,109.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SA0L2    ,CWURA213SA0L2    ,"All items less shelter in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.7,62.2,67.2,74.2,82.6,90.2,96.1,100.4,103.5,105.3,105.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SA0L5    ,CWURA213SA0L5    ,"All items  less medical care in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1,34.6,36.2,38.1,39.7,41.0,43.4,48.2,52.7,55.7,59.5,65.0,73.5,83.5,89.4,96.5,100.9,102.6,104.8,105.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SA0LE    ,CWURA213SA0LE    ,"All items less energy in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1978-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.6,83.4,88.8,96.1,100.8,103.1,105.9,108.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SAA      ,CWURA213SAA      ,"Apparel in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,36.2,36.5,37.4,37.7,37.9,38.3,38.9,39.1,39.4,39.8,40.3,40.6,42.0,43.7,46.7,49.7,52.0,53.4,53.7,55.9,59.8,62.7,66.8,70.2,75.8,81.0,86.6,93.1,97.5,100.9,101.6,102.5,104.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SAC      ,CWURA213SAC      ,"Commodities in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,36.6,38.2,39.9,41.4,42.8,46.0,51.6,56.6,59.5,63.1,68.4,77.3,86.8,92.8,97.3,100.5,102.2,102.8,101.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SACL1    ,CWURA213SACL1    ,"Commodities less food in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,39.4,40.8,42.4,44.0,45.0,46.4,51.3,56.7,60.3,63.2,67.4,76.3,87.1,92.9,97.4,101.0,101.5,102.0,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SACL11   ,CWURA213SACL11   ,"Commodities less food and beverages in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,63.0,67.2,76.1,87.1,92.6,97.4,101.1,101.6,102.0,98.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SAD      ,CWURA213SAD      ,"Durables in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,43.1,44.1,45.5,47.3,48.1,48.9,51.6,59.0,63.8,66.7,70.9,79.2,87.6,90.1,96.8,101.6,101.7,102.4,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SAF      ,CWURA213SAF      ,"Food and beverages in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8,64.1,71.1,79.7,86.3,92.9,97.2,99.2,103.6,104.3,106.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SAF1     ,CWURA213SAF1     ,"Food in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1917-M12,1986-M13,,,,15.6,17.6,20.1,15.2,13.9,14.1,14.0,15.6,16.4,15.6,15.5,16.0,15.7,12.7,9.9,9.8,10.8,12.1,12.2,12.4,11.3,10.9,11.1,12.3,14.6,16.0,15.9,16.2,18.4,23.0,25.1,23.7,24.3,26.8,27.6,27.5,27.4,26.8,27.1,28.1,29.2,28.4,28.8,29.1,29.1,29.4,29.9,30.4,32.0,32.2,33.2,34.9,36.9,38.1,40.0,45.9,52.6,57.0,59.2,63.6,70.7,79.6,86.2,92.5,97.0,99.2,103.8,104.6,107.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SAF11    ,CWURA213SAF11    ,"Food at home in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1953-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9,28.8,28.0,28.2,29.2,30.4,29.2,29.7,29.9,29.8,30.0,30.5,31.0,32.6,32.4,33.4,35.1,37.0,37.9,40.0,46.7,53.7,58.5,60.4,64.7,72.3,80.5,86.8,92.9,97.2,99.3,103.5,102.9,105.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SAF116   ,CWURA213SAF116   ,"Alcoholic beverages in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,71.7,75.9,81.6,87.7,99.6,99.7,99.5,100.8,101.1,103.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SAG      ,CWURA213SAG      ,"Other goods and services in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6,59.0,63.1,68.3,74.6,82.3,90.2,101.7,108.2,114.7,119.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SAH      ,CWURA213SAH      ,"Housing in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7,55.5,61.7,70.8,82.4,86.3,96.5,102.0,101.5,104.6,106.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SAH1     ,CWURA213SAH1     ,"Shelter in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,24.1,24.5,25.3,26.0,26.3,26.2,26.2,26.2,26.4,26.4,26.7,26.6,27.3,28.5,30.1,31.8,34.4,35.7,36.8,38.0,41.4,47.1,50.2,52.3,59.5,71.4,84.7,86.9,97.0,101.9,101.0,105.6,109.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SAH2     ,CWURA213SAH2     ,"Fuels and utilities in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,21.8,22.5,22.7,23.0,23.3,23.8,24.4,24.7,24.7,24.9,25.0,24.6,24.4,24.5,24.8,25.2,26.7,28.7,29.9,30.6,36.0,42.0,44.8,55.6,60.3,62.8,71.2,79.8,94.1,103.6,102.3,102.5,99.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SAH21    ,CWURA213SAH21    ,"Household energy in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9,51.3,55.8,59.4,69.8,79.2,95.0,103.2,101.9,101.7,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SAH3     ,CWURA213SAH3     ,"Household furnishings and operations in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5,69.2,72.9,78.1,85.5,91.9,96.9,100.6,102.5,104.0,106.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SAM      ,CWURA213SAM      ,"Medical care in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,12.4,12.8,12.8,13.2,14.2,14.9,15.2,15.7,16.7,17.2,18.2,18.7,19.0,19.6,20.1,20.8,21.4,22.7,23.8,25.4,27.4,29.7,31.2,33.5,34.7,36.6,40.4,45.0,50.1,56.1,62.0,70.2,78.2,85.6,93.5,100.2,106.3,112.0,117.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SAN      ,CWURA213SAN      ,"Nondurables in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1,34.4,36.1,37.9,39.2,40.8,44.8,51.1,55.3,57.7,61.4,66.9,76.1,86.4,94.4,97.6,99.8,102.5,103.0,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SANL1    ,CWURA213SANL1    ,"Nondurables less food in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5,36.4,38.1,39.6,40.8,41.9,43.7,49.8,53.9,56.6,59.4,63.2,72.7,86.5,96.2,98.3,100.4,101.3,101.5,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SANL11   ,CWURA213SANL11   ,"Nondurables less food and beverages in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.7,58.6,62.4,72.1,86.4,95.9,98.2,100.5,101.3,101.5,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SAS      ,CWURA213SAS      ,"Services in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,30.2,32.0,34.2,36.1,37.3,38.3,41.4,45.4,49.0,53.6,59.5,67.4,77.8,83.9,94.9,101.4,103.6,108.6,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SASL2RS  ,CWURA213SASL2RS  ,"Services less rent of shelter in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.11=100,1985-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,105.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SASL5    ,CWURA213SASL5    ,"Services less medical care services in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,31.2,32.9,35.3,37.2,38.4,39.1,42.1,45.9,49.1,53.4,59.3,67.0,77.6,83.7,95.1,101.5,103.3,108.2,111.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SAT      ,CWURA213SAT      ,"Transportation in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,23.5,25.4,25.9,27.7,29.5,30.3,29.5,28.5,28.7,30.4,31.1,33.2,33.4,33.5,34.1,34.3,34.8,34.9,35.5,36.2,38.1,39.2,41.1,43.5,44.8,44.7,48.2,52.2,56.5,60.6,63.0,72.0,84.5,94.0,97.4,99.7,102.9,105.7,99.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SAT1     ,CWURA213SAT1     ,"Private transportation in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,25.7,27.3,27.3,28.8,30.4,30.9,29.8,28.5,28.8,30.5,30.9,33.3,33.5,33.5,33.8,33.9,34.4,34.4,34.9,35.4,36.9,37.9,39.4,41.2,41.7,43.2,48.6,52.9,57.5,61.5,63.7,72.8,85.3,94.7,97.8,99.5,102.7,105.4,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SEFV     ,CWURA213SEFV     ,"Food away from home in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9,22.1,22.6,23.3,24.2,25.1,26.0,26.6,26.8,27.2,28.1,28.5,29.0,30.5,32.4,33.8,35.3,37.8,40.0,41.5,44.7,50.1,53.3,56.6,61.4,67.4,77.9,84.7,91.3,96.4,99.0,104.7,108.1,110.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SEHA     ,CWURA213SEHA     ,"Rent of primary residence in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1917-M12,1986-M13,,,,26.4,27.5,30.8,33.6,34.8,37.1,39.3,39.8,40.7,41.3,41.4,41.3,40.7,39.1,35.1,30.4,28.7,28.2,28.5,29.4,30.1,29.9,29.9,30.1,30.7,30.9,30.9,31.0,31.3,32.2,34.0,35.1,35.4,36.7,37.9,42.1,43.6,44.6,45.9,47.2,48.0,48.5,48.7,48.9,49.0,49.2,49.2,49.4,49.7,49.9,50.2,50.8,52.8,54.0,54.7,55.7,57.6,60.0,61.9,66.6,71.3,77.5,84.4,91.6,95.8,100.0,104.3,108.5,113.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SEHC     ,CWURA213SEHC     ,"Owners' equivalent rent of residences in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.11=100,1985-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,105.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SEHC01   ,CWURA213SEHC01   ,"Owners' equivalent rent of primary residence in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.11=100,1985-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,105.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SEHF     ,CWURA213SEHF     ,"Energy services in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,17.7,16.9,16.2,15.9,15.7,15.7,15.6,15.3,15.0,15.0,15.0,15.0,15.1,16.1,16.8,16.8,16.6,17.1,18.0,18.5,19.1,18.9,19.1,19.6,20.3,21.5,21.9,21.8,21.8,21.7,21.2,21.0,21.1,21.4,21.3,22.2,23.7,25.0,25.3,28.9,35.6,39.6,52.4,57.2,58.3,66.5,74.1,93.2,104.2,102.6,102.8,101.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SEHF01   ,CWURA213SEHF01   ,"Electricity in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3,41.4,45.6,51.2,53.2,62.6,65.9,66.1,70.5,79.1,95.3,101.5,103.2,109.2,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SEHF02   ,CWURA213SEHF02   ,"Utility (piped) gas service in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,17.4,20.3,26.4,30.5,42.6,48.6,50.7,62.7,69.2,91.1,106.9,102.0,96.6,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SETB     ,CWURA213SETB     ,"Motor fuel in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1978-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.4,95.0,106.1,102.1,99.6,98.3,98.3,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SETB01   ,CWURA213SETB01   ,"Gasoline (all types) in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1978-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.4,95.0,106.1,102.1,99.6,98.2,98.2,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SS47014  ,CWURA213SS47014  ,"Gasoline, unleaded regular in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5,47.6,50.0,68.2,94.7,106.1,102.4,99.5,98.1,97.8,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA213SS47016  ,CWURA213SS47016  ,"Gasoline, unleaded premium in Cincinnati-Hamilton, OH-KY-IN, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1981-M08,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,100.6,102.2,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWURA214AA0      ,CWURA214AA0      ,"All items - old base in Kansas City, MO-KS, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1967=100,1917-M12,1986-M13,,,,47.8,54.9,64.4,56.9,51.9,51.8,51.3,52.1,52.1,50.4,49.6,49.8,48.9,45.9,41.4,39.4,40.6,41.6,42.0,43.4,42.5,42.0,41.6,43.6,48.3,51.3,52.2,53.6,57.4,64.9,70.1,69.3,70.4,75.7,78.0,78.3,78.7,78.8,80.0,82.5,84.5,85.8,86.9,88.0,89.4,90.3,92.5,95.5,98.0,100.0,104.0,109.6,115.8,120.5,124.0,130.3,144.2,157.9,166.5,178.3,191.9,218.1,246.4,267.2,280.3,296.9,301.9,309.7,311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
