Record Date,Parent ID,Classification ID,Classification Description,Current Month Gross Receipts Amount,Current Month Refund Amount,Current Month Net Receipts Amount,Current Fiscal Year to Date Gross Receipts Amount,Current Fiscal Year to Date Refund Amount,Current Fiscal Year to Date Net Receipts Amount,Prior Fiscal Year to Date Gross Receipts Amount,Prior Fiscal Year to Date Refund Amount,Prior Fiscal Year to Date Net Receipts Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2018-11-30","35406139","35406157","All Other","789122682.22","2723960.24","786398721.98","2484298689.02","4599068.02","2479699621.00","2434811723.69","5650947.26","2429160776.43","4","46","46","810","D","RSG","2","7.3","2019","1","2018","4","11","30"
"2018-11-30","35406139","35406159","Total -- Miscellaneous Receipts","6093519020.78","2723960.24","6090795060.54","13148505271.64","4599068.02","13143906203.62","16956709986.16","5650947.26","16951059038.90","4","47","47","820","T","RSG","2","7.4","2019","1","2018","4","11","30"
"2018-11-30","null","35406164","Total -- Receipts","221178872283.09","15217743708.79","205961128574.30","489197915266.95","30545259813.84","458652655453.11","478373251517.53","34658207823.36","443715043694.17","4","48","48","830","T","SL","1","8","2019","1","2018","4","11","30"
"2018-11-30","35406164","35406169","Total -- On-Budget","154553872283.09","15217743708.79","139336128574.30","360795915266.95","30545259813.84","330250655453.11","353856251517.53","34658207823.36","319198043694.17","4","49","49","840","T","SL","2","8.1","2019","1","2018","4","11","30"
"2018-11-30","35406164","35406175","Total -- Off-Budget","66625000000.00","null","66625000000.00","128402000000.00","null","128402000000.00","124517000000.00","null","124517000000.00","4","50","50","850","T","SL","2","8.2","2019","1","2018","4","11","30"
"2018-10-31","null","35158554","Individual Income Taxes","null","null","null","null","null","null","null","null","null","4","1","1","100","D","RSG","1","1","2019","1","2018","4","10","31"
"2018-10-31","35158554","35158556","Withheld","111263758120.78","null","null","111263758120.78","null","null","113714628366.94","null","null","4","2","2","102","D","SRS","2","1.1","2019","1","2018","4","10","31"
"2018-10-31","35158554","35158561","Presidential Election Campaign Fund","1174608.00","null","null","1174608.00","null","null","1113666.00","null","null","4","3","3","105","D","SRS","2","1.2","2019","1","2018","4","10","31"
"2018-10-31","35158554","35158566","Other","29007382491.43","null","null","29007382491.43","null","null","23152367577.58","null","null","4","4","4","110","D","SRS","2","1.3","2019","1","2018","4","10","31"
"2018-10-31","35158554","35158572","Total -- Individual Income Taxes","140272315220.21","11406501951.68","128865813268.53","140272315220.21","11406501951.68","128865813268.53","136868109610.52","9035827518.26","127832282092.26","4","5","5","120","T","RSG","2","1.4","2019","1","2018","4","10","31"
"2018-10-31","null","35158577","Corporation Income Taxes","8961906296.76","961763830.91","8000142465.85","8961906296.76","961763830.91","8000142465.85","10487158687.37","6758169390.77","3728989296.60","4","6","6","130","D","RSG","1","2","2019","1","2018","4","10","31"
"2018-10-31","null","35158583","Social Insurance and Retirement Receipts:","null","null","null","null","null","null","null","null","null","4","7","7","140","S","RSG","1","3","2019","1","2018","4","10","31"
"2018-10-31","35158583","35158589","Employment and General Retirement:","null","null","null","null","null","null","null","null","null","4","8","8","150","S","RSG","2","3.1","2019","1","2018","4","10","31"
"2018-10-31","35158589","35158593","Federal Old-Age and Survivors Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","9","9","160","S","RSG","3","3.1.1","2019","1","2018","4","10","31"
"2018-10-31","35158593","35158597","Federal Insurance Contributions Act Taxes","49715000000.00","null","49715000000.00","49715000000.00","null","49715000000.00","48304000000.00","null","48304000000.00","4","10","10","200","D","SRS","4","3.1.1.1","2019","1","2018","4","10","31"
"2018-10-31","35158593","35158601","Self-Employment Contributions Act Taxes","255000000.00","null","255000000.00","255000000.00","null","255000000.00","255000000.00","null","255000000.00","4","11","11","204","D","SRS","4","3.1.1.2","2019","1","2018","4","10","31"
"2018-10-31","35158593","35158619","Total -- Federal Old-Age and Survivors Insurance Trust Fund","49970000000.00","null","49970000000.00","49970000000.00","null","49970000000.00","48559000000.00","null","48559000000.00","4","12","12","210","T","RSG","4","3.1.1.3","2019","1","2018","4","10","31"
"2018-10-31","35158589","35158625","Federal Disability Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","13","13","211","S","RSG","3","3.1.2","2019","1","2018","4","10","31"
"2018-10-31","35158625","35158631","Federal Insurance Contributions Act Taxes","11747000000.00","null","11747000000.00","11747000000.00","null","11747000000.00","11414000000.00","null","11414000000.00","4","14","14","212","D","SRS","4","3.1.2.1","2019","1","2018","4","10","31"
"2018-10-31","35158625","35158638","Self-Employment Contributions Act Taxes","60000000.00","null","60000000.00","60000000.00","null","60000000.00","60000000.00","null","60000000.00","4","15","15","214","D","SRS","4","3.1.2.2","2019","1","2018","4","10","31"
"2018-10-31","35158625","35158662","Total -- Federal Disability Insurance Trust Fund","11807000000.00","null","11807000000.00","11807000000.00","null","11807000000.00","11474000000.00","null","11474000000.00","4","16","16","220","T","RSG","4","3.1.2.3","2019","1","2018","4","10","31"
"2018-10-31","35158589","35158668","Federal Hospital Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","17","17","221","S","RSG","3","3.1.3","2019","1","2018","4","10","31"
"2018-10-31","35158668","35158674","Federal Insurance Contributions Act Taxes","20878000000.00","null","20878000000.00","20878000000.00","null","20878000000.00","20155000000.00","null","20155000000.00","4","18","18","222","D","SRS","4","3.1.3.1","2019","1","2018","4","10","31"
"2018-10-31","35158668","35158680","Self-Employment Contributions Act Taxes","120000000.00","null","120000000.00","120000000.00","null","120000000.00","118000000.00","null","118000000.00","4","19","19","224","D","SRS","4","3.1.3.2","2019","1","2018","4","10","31"
"2018-10-31","35158668","35158710","Total -- Federal Hospital Insurance Trust Fund","20998000000.00","null","20998000000.00","20998000000.00","null","20998000000.00","20273000000.00","null","20273000000.00","4","20","20","229","T","RSG","4","3.1.3.3","2019","1","2018","4","10","31"
"2018-10-31","35158589","35158716","Railroad Retirement:","null","null","null","null","null","null","null","null","null","4","21","21","230","S","RSG","3","3.1.4","2019","1","2018","4","10","31"
"2018-10-31","35158716","35158722","Rail Pension and Supplemental Annuity","245080984.75","122642.73","244958342.02","245080984.75","122642.73","244958342.02","239374916.95","7151.06","239367765.89","4","22","22","235","D","RSG","4","3.1.4.1","2019","1","2018","4","10","31"
"2018-10-31","35158716","35158728","Social Security Equivalent Account","234993145.84","136310.26","234856835.58","234993145.84","136310.26","234856835.58","254244737.23","8082.77","254236654.46","4","23","23","240","D","RSG","4","3.1.4.2","2019","1","2018","4","10","31"
"2018-10-31","35158589","35158734","Total -- Employment and General Retirement","83255074130.59","258952.99","83254815177.60","83255074130.59","258952.99","83254815177.60","80799619654.18","15233.83","80799604420.35","4","24","24","241","T","RSG","3","3.1.5","2019","1","2018","4","10","31"
"2018-10-31","35158583","35158740","Unemployment Insurance:","null","null","null","null","null","null","null","null","null","4","25","25","250","S","RSG","2","3.2","2019","1","2018","4","10","31"
"2018-10-31","35158740","35158746","Deposits by States","2268314169.38","null","2268314169.38","2268314169.38","null","2268314169.38","2230519703.67","null","2230519703.67","4","26","26","251","D","RSG","3","3.2.1","2019","1","2018","4","10","31"
"2018-10-31","35158740","35158752","Federal Unemployment Taxes","639361810.52","null","639361810.52","639361810.52","null","639361810.52","620610690.30","null","620610690.30","4","27","27","254","D","RSG","3","3.2.2","2019","1","2018","4","10","31"
"2018-10-31","35158740","35158758","Railroad Unemployment Taxes","33341901.92","null","33341901.92","33341901.92","null","33341901.92","31799953.94","null","31799953.94","4","28","28","255","D","RSG","3","3.2.3","2019","1","2018","4","10","31"
"2018-10-31","35158740","35158770","Total -- Unemployment Insurance","2941017881.82","null","2941017881.82","2941017881.82","null","2941017881.82","2882930347.91","null","2882930347.91","4","29","29","269","T","RSG","3","3.2.4","2019","1","2018","4","10","31"
"2018-10-31","35158583","35158778","Other Retirement:","null","null","null","null","null","null","null","null","null","4","30","30","270","S","RSG","2","3.3","2019","1","2018","4","10","31"
"2018-10-31","35158778","35158786","Federal Employees' Retirement--Employee Share","354556964.11","null","354556964.11","354556964.11","null","354556964.11","332346604.05","null","332346604.05","4","31","31","279","D","RSG","3","3.3.1","2019","1","2018","4","10","31"
"2018-10-31","35158778","35158793","Non-Federal Employees Retirement","2524001.21","null","2524001.21","2524001.21","null","2524001.21","3107674.07","null","3107674.07","4","32","32","284","D","RSG","3","3.3.2","2019","1","2018","4","10","31"
"2018-10-31","35158778","35158800","Total -- Other Retirement","357080965.32","null","357080965.32","357080965.32","null","357080965.32","335454278.12","null","335454278.12","4","33","33","285","T","RSG","3","3.3.3","2019","1","2018","4","10","31"
"2018-10-31","35158583","35158808","Total -- Social Insurance and Retirement Receipts","86553172977.73","258952.99","86552914024.74","86553172977.73","258952.99","86552914024.74","84018004280.21","15233.83","84017989046.38","4","34","34","286","T","RSG","2","3.4","2019","1","2018","4","10","31"
"2018-10-31","null","35158815","Excise Taxes:","null","null","null","null","null","null","null","null","null","4","35","35","300","S","RSG","1","4","2019","1","2018","4","10","31"
"2018-10-31","35158815","35158821","Miscellaneous Excise Taxes","16250289492.66","2582988068.64","13667301424.02","16250289492.66","2582988068.64","13667301424.02","6536777592.78","180062972.24","6356714620.54","4","36","36","305","D","RSG","2","4.1","2019","1","2018","4","10","31"
"2018-10-31","35158815","35158823","Airport and Airway Trust Fund","254356000.00","null","254356000.00","254356000.00","null","254356000.00","273333000.00","null","273333000.00","4","37","37","308","D","RSG","2","4.2","2019","1","2018","4","10","31"
"2018-10-31","35158815","35158830","Highway Trust Fund","800542340.02","14600000.00","785942340.02","800542340.02","14600000.00","785942340.02","838617325.30","14510000.00","824107325.30","4","38","38","310","D","RSG","2","4.3","2019","1","2018","4","10","31"
"2018-10-31","35158815","35158837","Black Lung Disability Trust Fund","7717000.00","null","7717000.00","7717000.00","null","7717000.00","8971000.00","null","8971000.00","4","39","39","313","D","RSG","2","4.4","2019","1","2018","4","10","31"
"2018-10-31","35158815","35158844","Total -- Excise Taxes","17312904832.68","2597588068.64","14715316764.04","17312904832.68","2597588068.64","14715316764.04","7657698918.08","194572972.24","7463125945.84","4","40","40","314","T","RSG","2","4.5","2019","1","2018","4","10","31"
"2018-10-31","null","35158850","Estate and Gift Taxes","2037442292.38","83772383.40","1953669908.98","2037442292.38","83772383.40","1953669908.98","1647195600.81","32675182.45","1614520418.36","4","41","41","350","D","RSG","1","5","2019","1","2018","4","10","31"
"2018-10-31","null","35158856","Customs Duties","5826315113.24","275755809.65","5550559303.59","5826315113.24","275755809.65","5550559303.59","3365387937.00","126182762.18","3239205174.82","4","42","42","405","D","RSG","1","6","2019","1","2018","4","10","31"
"2018-10-31","null","35158862","Miscellaneous Receipts:","null","null","null","null","null","null","null","null","null","4","43","43","800","S","RSG","1","7","2019","1","2018","4","10","31"
"2018-10-31","35158862","35158868","Deposit of Earnings, Federal Reserve System","4541187646.39","null","4541187646.39","4541187646.39","null","4541187646.39","5258784785.91","null","5258784785.91","4","44","44","805","D","RSG","2","7.1","2019","1","2018","4","10","31"
"2018-10-31","35158862","35158874","Universal Service Fund","818622597.67","null","818622597.67","818622597.67","null","818622597.67","701345549.98","null","701345549.98","4","45","45","807","D","RSG","2","7.2","2019","1","2018","4","10","31"
"2018-10-31","35158862","35158880","All Other","1695176006.80","1875107.78","1693300899.02","1695176006.80","1875107.78","1693300899.02","1486402697.56","1994232.01","1484408465.55","4","46","46","810","D","RSG","2","7.3","2019","1","2018","4","10","31"
"2018-10-31","35158862","35158886","Total -- Miscellaneous Receipts","7054986250.86","1875107.78","7053111143.08","7054986250.86","1875107.78","7053111143.08","7446533033.45","1994232.01","7444538801.44","4","47","47","820","T","RSG","2","7.4","2019","1","2018","4","10","31"
"2018-10-31","null","35158892","Total -- Receipts","268019042983.86","15327516105.05","252691526878.81","268019042983.86","15327516105.05","252691526878.81","251490088067.44","16149437291.74","235340650775.70","4","48","48","830","T","SL","1","8","2019","1","2018","4","10","31"
"2018-10-31","35158892","35158897","Total -- On-Budget","206242042983.86","15327516105.05","190914526878.81","206242042983.86","15327516105.05","190914526878.81","191457088067.44","16149437291.74","175307650775.70","4","49","49","840","T","SL","2","8.1","2019","1","2018","4","10","31"
"2018-10-31","35158892","35158902","Total -- Off-Budget","61777000000.00","null","61777000000.00","61777000000.00","null","61777000000.00","60033000000.00","null","60033000000.00","4","50","50","850","T","SL","2","8.2","2019","1","2018","4","10","31"
"2018-09-30","null","34693079","Individual Income Taxes","null","null","null","null","null","null","null","null","null","4","1","1","100","D","RSG","1","1","2018","4","2018","3","09","30"
"2018-09-30","34693079","34693081","Withheld","84132596038.18","null","null","1325106232590.54","null","null","1309265617886.56","null","null","4","2","2","102","D","SRS","2","1.1","2018","4","2018","3","09","30"
"2018-09-30","34693079","34693083","Presidential Election Campaign Fund","325260.00","null","null","25843086.00","null","null","26811542.00","null","null","4","3","3","105","D","SRS","2","1.2","2018","4","2018","3","09","30"
"2018-09-30","34693079","34693085","Other","81609650115.78","null","null","626530603018.29","null","null","539503442513.62","null","null","4","4","4","110","D","SRS","2","1.3","2018","4","2018","3","09","30"
"2018-09-30","34693079","34693087","Total -- Individual Income Taxes","165742571413.96","3794051800.50","161948519613.46","1951662678694.83","268125461950.03","1683537216744.80","1848795871942.18","261676703882.09","1587119168060.09","4","5","5","120","T","RSG","2","1.4","2018","4","2018","3","09","30"
"2018-09-30","null","34693089","Corporation Income Taxes","44831108205.84","2649176529.72","42181931676.12","263167492061.62","58434188302.53","204733303759.09","338977940905.90","41930059841.35","297047881064.55","4","6","6","130","D","RSG","1","2","2018","4","2018","3","09","30"
"2018-09-30","null","34693091","Social Insurance and Retirement Receipts:","null","null","null","null","null","null","null","null","null","4","7","7","140","S","RSG","1","3","2018","4","2018","3","09","30"
"2018-09-30","34693091","34693093","Employment and General Retirement:","null","null","null","null","null","null","null","null","null","4","8","8","150","S","RSG","2","3.1","2018","4","2018","3","09","30"
"2018-09-30","34693093","34693095","Federal Old-Age and Survivors Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","9","9","160","S","RSG","3","3.1.1","2018","4","2018","3","09","30"
"2018-09-30","34693095","34693097","Federal Insurance Contributions Act Taxes","57041048000.00","2615773850.00","54425274150.00","671157048000.00","2615773850.00","668541274150.00","648881151800.00","2661310050.00","646219841750.00","4","10","10","200","D","SRS","4","3.1.1.1","2018","4","2018","3","09","30"
"2018-09-30","34693095","34693099","Self-Employment Contributions Act Taxes","6078000000.00","null","6078000000.00","37556000000.00","null","37556000000.00","37771000000.00","null","37771000000.00","4","11","11","204","D","SRS","4","3.1.1.2","2018","4","2018","3","09","30"
"2018-09-30","34693095","34693103","Adjustments Attributable to Prior Years-FICA","4777687.40","null","4777687.40","-13834211006.03","null","-13834211006.03","6186770283.51","null","6186770283.51","4","12","12","209","D","SRS","4","3.1.1.3","2018","4","2018","3","09","30"
"2018-09-30","34693095","34693105","Adjustments Attrbutable to Prior Years-SECA","-874775.23","null","-874775.23","-1047806485.31","null","-1047806485.31","-2130251912.18","null","-2130251912.18","4","13","13","14360","D","SRS","4","3.1.1.4","2018","4","2018","3","09","30"
"2018-09-30","34693095","34693107","Total -- Federal Old-Age and Survivors Insurance Trust Fund","63122950912.17","2615773850.00","60507177062.17","693831030508.66","2615773850.00","691215256658.66","690708670171.33","2661310050.00","688047360121.33","4","14","14","210","T","RSG","4","3.1.1.5","2018","4","2018","3","09","30"
"2018-09-30","34693093","34693109","Federal Disability Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","15","15","211","S","RSG","3","3.1.2","2018","4","2018","3","09","30"
"2018-09-30","34693109","34693111","Federal Insurance Contributions Act Taxes","13476820000.00","618084150.00","12858735850.00","158586820000.00","618084150.00","157968735850.00","153326856200.00","628843950.00","152698012250.00","4","16","16","212","D","SRS","4","3.1.2.1","2018","4","2018","3","09","30"
"2018-09-30","34693109","34693113","Self-Employment Contributions Act Taxes","1436000000.00","null","1436000000.00","8876000000.00","null","8876000000.00","8925000000.00","null","8925000000.00","4","17","17","214","D","SRS","4","3.1.2.2","2018","4","2018","3","09","30"
"2018-09-30","34693109","34693117","Adjustments Attributable to Prior Years-FICA","821052.40","null","821052.40","-3129936104.37","null","-3129936104.37","1309089390.40","null","1309089390.40","4","18","18","219","D","SRS","4","3.1.2.3","2018","4","2018","3","09","30"
"2018-09-30","34693109","34693119","Adjustments Attributable to Prior Years-SECA","-153751.60","null","-153751.60","-183125544.54","null","-183125544.54","-361781551.13","null","-361781551.13","4","19","19","14361","D","SRS","4","3.1.2.4","2018","4","2018","3","09","30"
"2018-09-30","34693109","34693121","Total -- Federal Disability Insurance Trust Fund","14913487300.80","618084150.00","14295403150.80","164149758351.09","618084150.00","163531674201.09","163199164039.27","628843950.00","162570320089.27","4","20","20","220","T","RSG","4","3.1.2.5","2018","4","2018","3","09","30"
"2018-09-30","34693093","34693123","Federal Hospital Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","21","21","221","S","RSG","3","3.1.3","2018","4","2018","3","09","30"
"2018-09-30","34693123","34693125","Federal Insurance Contributions Act Taxes","20874000000.00","null","20874000000.00","245542000000.00","null","245542000000.00","237439000000.00","null","237439000000.00","4","22","22","222","D","SRS","4","3.1.3.1","2018","4","2018","3","09","30"
"2018-09-30","34693123","34693127","Self-Employment Contributions Act Taxes","3099000000.00","null","3099000000.00","18607000000.00","null","18607000000.00","18709000000.00","null","18709000000.00","4","23","23","224","D","SRS","4","3.1.3.2","2018","4","2018","3","09","30"
"2018-09-30","34693123","34693129","Receipts from Railroad Retirement Board","null","null","null","570900000.00","null","570900000.00","606400000.00","null","606400000.00","4","24","24","226","D","SRS","4","3.1.3.3","2018","4","2018","3","09","30"
"2018-09-30","34693123","34693133","Adjustments Attributable to Prior Years-FICA","873916.50","null","873916.50","-3969909338.59","null","-3969909338.59","228275408.95","null","228275408.95","4","25","25","228","D","SRS","4","3.1.3.4","2018","4","2018","3","09","30"
"2018-09-30","34693123","34693135","Adjustments Attributable to Prior Years-SECA","1210142.84","null","1210142.84","-90965489.72","null","-90965489.72","-1052414029.57","null","-1052414029.57","4","26","26","14362","D","SRS","4","3.1.3.5","2018","4","2018","3","09","30"
"2018-09-30","34693123","34693137","Total -- Federal Hospital Insurance Trust Fund","23975084059.34","null","23975084059.34","260659025171.69","null","260659025171.69","255930261379.38","null","255930261379.38","4","27","27","229","T","RSG","4","3.1.3.6","2018","4","2018","3","09","30"
"2018-09-30","34693093","34693139","Railroad Retirement:","null","null","null","null","null","null","null","null","null","4","28","28","230","S","RSG","3","3.1.4","2018","4","2018","3","09","30"
"2018-09-30","34693139","34693142","Rail Pension and Supplemental Annuity","249499863.85","86813.89","249413049.96","3355094616.89","2190077.31","3352904539.58","3136884565.20","1094959.91","3135789605.29","4","29","29","235","D","RSG","4","3.1.4.1","2018","4","2018","3","09","30"
"2018-09-30","34693139","34693146","Social Security Equivalent Account","215846064.22","78325.71","215767738.51","2398066196.13","1953841.52","2396112354.61","2213886037.44","1063657.70","2212822379.74","4","30","30","240","D","RSG","4","3.1.4.2","2018","4","2018","3","09","30"
"2018-09-30","34693093","34693150","Total -- Employment and General Retirement","102476868200.38","3234023139.60","99242845060.78","1124392974844.46","3238001918.83","1121154972925.63","1115188866192.62","3292312617.61","1111896553575.01","4","31","31","241","T","RSG","3","3.1.5","2018","4","2018","3","09","30"
"2018-09-30","34693091","34693154","Unemployment Insurance:","null","null","null","null","null","null","null","null","null","4","32","32","250","S","RSG","2","3.2","2018","4","2018","3","09","30"
"2018-09-30","34693154","34693158","Deposits by States","221548210.55","null","221548210.55","36221878722.85","null","36221878722.85","37551306647.34","null","37551306647.34","4","33","33","251","D","RSG","3","3.2.1","2018","4","2018","3","09","30"
"2018-09-30","34693154","34693163","Federal Unemployment Taxes","36862313.02","10252886.26","26609426.76","8806552587.45","120631588.54","8685920998.91","8284270435.92","153634278.60","8130636157.32","4","34","34","254","D","RSG","3","3.2.2","2018","4","2018","3","09","30"
"2018-09-30","34693154","34693169","Railroad Unemployment Taxes","33296.51","null","33296.51","133815122.99","null","133815122.99","126397361.49","null","126397361.49","4","35","35","255","D","RSG","3","3.2.3","2018","4","2018","3","09","30"
"2018-09-30","34693154","34693180","Total -- Unemployment Insurance","258443820.08","10252886.26","248190933.82","45162246433.29","120631588.54","45041614844.75","45961974444.75","153634278.60","45808340166.15","4","36","36","269","T","RSG","3","3.2.4","2018","4","2018","3","09","30"
"2018-09-30","34693091","34693185","Other Retirement:","null","null","null","null","null","null","null","null","null","4","37","37","270","S","RSG","2","3.3","2018","4","2018","3","09","30"
"2018-09-30","34693185","34693191","Federal Employees' Retirement--Employee Share","428357183.31","null","428357183.31","4471710154.45","null","4471710154.45","4156642896.75","null","4156642896.75","4","38","38","279","D","RSG","3","3.3.1","2018","4","2018","3","09","30"
"2018-09-30","34693185","34693197","Non-Federal Employees Retirement","2797743.98","null","2797743.98","31114174.43","null","31114174.43","33989399.18","null","33989399.18","4","39","39","284","D","RSG","3","3.3.2","2018","4","2018","3","09","30"
"2018-09-30","34693185","34693203","Total -- Other Retirement","431154927.29","null","431154927.29","4502824328.88","null","4502824328.88","4190632295.93","null","4190632295.93","4","40","40","285","T","RSG","3","3.3.3","2018","4","2018","3","09","30"
"2018-09-30","34693091","34693207","Total -- Social Insurance and Retirement Receipts","103166466947.75","3244276025.86","99922190921.89","1174058045606.63","3358633507.37","1170699412099.26","1165341472933.30","3445946896.21","1161895526037.09","4","41","41","286","T","RSG","2","3.4","2018","4","2018","3","09","30"
"2018-09-30","null","34693209","Excise Taxes:","null","null","null","null","null","null","null","null","null","4","42","42","300","S","RSG","1","4","2018","4","2018","3","09","30"
"2018-09-30","34693209","34693214","Miscellaneous Excise Taxes","7706670831.78","504337331.65","7202333500.13","39649721543.72","3115532253.12","36534189290.60","32479809056.79","5160104181.26","27319704875.53","4","43","43","305","D","RSG","2","4.1","2018","4","2018","3","09","30"
"2018-09-30","34693209","34693219","Airport and Airway Trust Fund","2143578000.00","1336651.67","2142241348.33","15531904106.44","15353485.23","15516550621.21","15069599683.96","14800679.56","15054799004.40","4","44","44","308","D","RSG","2","4.2","2018","4","2018","3","09","30"
"2018-09-30","34693209","34693224","Highway Trust Fund","6732862600.90","63454000.00","6669408600.90","42979507983.84","436754000.00","42542753983.84","41450908744.20","431744000.00","41019164744.20","4","45","45","310","D","RSG","2","4.3","2018","4","2018","3","09","30"
"2018-09-30","34693209","34693229","Black Lung Disability Trust Fund","65030000.00","null","65030000.00","394677130.00","null","394677130.00","428712416.60","null","428712416.60","4","46","46","313","D","RSG","2","4.4","2018","4","2018","3","09","30"
"2018-09-30","34693209","34693235","Total -- Excise Taxes","16648141432.68","569127983.32","16079013449.36","98555810764.00","3567639738.35","94988171025.65","89429029901.55","5606648860.82","83822381040.73","4","47","47","314","T","RSG","2","4.5","2018","4","2018","3","09","30"
"2018-09-30","null","34693241","Estate and Gift Taxes","2361458244.38","71836535.76","2289621708.62","23865668919.13","882592720.70","22983076198.43","23780443575.01","1012733995.24","22767709579.77","4","48","48","350","D","RSG","1","5","2018","4","2018","3","09","30"
"2018-09-30","null","34693247","Customs Duties","4767848787.18","195367297.15","4572481490.03","43096266208.75","1797302386.95","41298963821.80","36259837256.11","1684687144.77","34575150111.34","4","49","49","405","D","RSG","1","6","2018","4","2018","3","09","30"
"2018-09-30","null","34693253","Miscellaneous Receipts:","null","null","null","null","null","null","null","null","null","4","50","50","800","S","RSG","1","7","2018","4","2018","3","09","30"
"2018-09-30","34693253","34693259","Deposit of Earnings, Federal Reserve System","4595052282.81","null","4595052282.81","70749918052.66","null","70749918052.66","81287184039.61","null","81287184039.61","4","51","51","805","D","RSG","2","7.1","2018","4","2018","3","09","30"
"2018-09-30","34693253","34693265","Universal Service Fund","788157427.12","null","788157427.12","9396053384.50","null","9396053384.50","9154213022.72","null","9154213022.72","4","52","52","807","D","RSG","2","7.2","2018","4","2018","3","09","30"
"2018-09-30","34693253","34693271","All Other","11184240901.52","1865253.98","11182375647.54","30384823204.07","25693572.06","30359129632.01","37274630887.73","49939319.45","37224691568.28","4","53","53","810","D","RSG","2","7.3","2018","4","2018","3","09","30"
"2018-09-30","34693253","34693277","Total -- Miscellaneous Receipts","16567450611.45","1865253.98","16565585357.47","110530794641.23","25693572.06","110505101069.17","127716027950.06","49939319.45","127666088630.61","4","54","54","820","T","RSG","2","7.4","2018","4","2018","3","09","30"
"2018-09-30","null","34693281","Total -- Receipts","354085045643.24","10525701426.29","343559344216.95","3664936756896.19","336191512177.99","3328745244718.20","3630300624464.11","315406719939.93","3314893904524.18","4","55","55","830","T","SL","1","8","2018","4","2018","3","09","30"
"2018-09-30","34693281","34693284","Total -- On-Budget","276048607430.27","7291843426.29","268756764003.98","2806955968036.44","332957654177.99","2473998313858.45","2776392790253.51","312116565939.93","2464276224313.58","4","56","56","840","T","SL","2","8.1","2018","4","2018","3","09","30"
"2018-09-30","34693281","34693287","Total -- Off-Budget","78036438212.97","3233858000.00","74802580212.97","857980788859.75","3233858000.00","854746930859.75","853907834210.60","3290154000.00","850617680210.60","4","57","57","850","T","SL","2","8.2","2018","4","2018","3","09","30"
"2018-08-31","null","34261701","Individual Income Taxes","null","null","null","null","null","null","null","null","null","4","1","1","100","D","RSG","1","1","2018","4","2018","3","08","31"
"2018-08-31","34261701","34261702","Withheld","101508320105.93","null","null","1240973636552.36","null","null","1213345238611.77","null","null","4","2","2","102","D","SRS","2","1.1","2018","4","2018","3","08","31"
"2018-08-31","34261701","34261704","Presidential Election Campaign Fund","372507.00","null","null","25517826.00","null","null","26504597.00","null","null","4","3","3","105","D","SRS","2","1.2","2018","4","2018","3","08","31"
"2018-08-31","34261701","34261706","Other","9342303815.45","null","null","544920952902.51","null","null","466470679447.69","null","null","4","4","4","110","D","SRS","2","1.3","2018","4","2018","3","08","31"
"2018-08-31","34261701","34261709","Total -- Individual Income Taxes","110850996428.38","4412324414.76","106438672013.62","1785920107280.87","264331410149.53","1521588697131.34","1679842422656.46","257845875713.41","1421996546943.05","4","5","5","120","T","RSG","2","1.4","2018","4","2018","3","08","31"
"2018-08-31","null","34261711","Corporation Income Taxes","3987236203.84","7440214250.72","-3452978046.88","218336383855.78","55785011772.81","162551372082.97","272720968481.98","39090019975.06","233630948506.92","4","6","6","130","D","RSG","1","2","2018","4","2018","3","08","31"
"2018-08-31","null","34261715","Social Insurance and Retirement Receipts:","null","null","null","null","null","null","null","null","null","4","7","7","140","S","RSG","1","3","2018","4","2018","3","08","31"
"2018-08-31","34261715","34261717","Employment and General Retirement:","null","null","null","null","null","null","null","null","null","4","8","8","150","S","RSG","2","3.1","2018","4","2018","3","08","31"
"2018-08-31","34261717","34261720","Federal Old-Age and Survivors Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","9","9","160","S","RSG","3","3.1.1","2018","4","2018","3","08","31"
"2018-08-31","34261720","34261722","Federal Insurance Contributions Act Taxes","54172000000.00","null","54172000000.00","614116000000.00","null","614116000000.00","594042000000.00","null","594042000000.00","4","10","10","200","D","SRS","4","3.1.1.1","2018","4","2018","3","08","31"
"2018-08-31","34261720","34261725","Self-Employment Contributions Act Taxes","653000000.00","null","653000000.00","31478000000.00","null","31478000000.00","31726000000.00","null","31726000000.00","4","11","11","204","D","SRS","4","3.1.1.2","2018","4","2018","3","08","31"
"2018-08-31","34261720","34261730","Adjustments Attributable to Prior Years-FICA","null","null","null","-13838988693.43","null","-13838988693.43","6189856847.66","null","6189856847.66","4","12","12","209","D","SRS","4","3.1.1.3","2018","4","2018","3","08","31"
