"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.19655,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.59158,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-04",99.8553,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-05",99.79317,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-06",99.57029,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-07",99.07154,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-08",98.4625,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-09",98.12915,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-10",97.87,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-11",97.55445,
